date,ACB,BCM,BID,BMP,BVH,CII,CTD,CTG,DGC,DHG,DPM,EIB,FPT,GAS,GMD,GVR,HDB,HPG,HSG,KDC,KDH,LPB,MBB,MSN,MWG,NT2,NVL,PDR,PLX,PNJ,POW,REE,SAB,SBT,SHB,SSB,SSI,STB,TCB,TCH,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VPL,VRE
2015-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-02,3.08,,,,,,,,,29.57,7.09,7.8,,,10.52,,,3.07,5.74,,4.91,,2.9,38.45,6.88,,,3.39,,,,,,,,,,13.77,,,,,,,,,,,,
2015-10-09,3.25,,,,,,,,,30.67,7.38,7.47,,,11.75,,,3.24,6.02,,5.04,,2.86,38.45,7.83,,,3.39,,,,,,,,,,15.1,,,,,,,,,,,,
2015-10-16,3.32,,,,,,,,,29.57,7.49,7.54,,,12.06,,,3.25,6.13,,4.98,,2.76,38.19,7.66,,,3.32,,,,,,,,,,14.5,,,,,,,,,,,,
2015-10-23,3.3,,,,,,,,,30.23,7.45,7.73,,,12.87,,,3.2,6.12,,5.07,,2.71,38.19,7.55,,,3.28,,,,,,,,,,14.5,,,,,,,,,,,,
2015-10-30,3.28,,,,,,,,,31.11,7.47,7.67,,,13.05,,,3.15,6.51,,5.28,,2.67,37.68,8.17,,,2.92,,,,,,,,,,13.6,,,,,,,,,,,,
2015-11-06,3.27,,,,,,,,,29.79,7.77,7.41,,,13.15,,,3.1,6.23,,5.6,,2.69,38.19,8.33,,,3.16,,,,,,,,,,12.9,,,,,,,,,,,,
2015-11-13,3.22,,,,,,,,,30.45,7.45,7.41,,,12.47,,,3.01,6.19,,5.57,,2.76,37.42,8.5,,,3.06,,,,,,,,,,12.3,,,,,,,,,,,,
2015-11-20,3.19,,,,,,,,,30.23,7.38,7.28,,,12.53,,,2.97,6.2,,5.68,,2.76,37.42,8.73,,,3.32,,,,,,,,,,12.2,,,,,,,,,,,,
2015-11-27,3.13,,10.89,31.91,46.46,15.16,,,,29.35,7.34,7.21,,21.5,12.37,,,3.18,6.09,,5.6,,2.73,35.87,9.06,10.43,,3.32,,,,,,,,,,11.7,,,,13.55,,,,,45.96,,,
2015-12-04,3.08,,10.59,31.66,40.4,15.09,,,,29.35,7.04,6.89,9.03,19.97,12.05,,,3.06,5.98,,5.6,,2.69,36.9,8.39,10.63,,3.09,,,,,,,,,,11.5,,,,12.89,,,,,45.96,,,
2015-12-11,3.09,,10.14,32.16,40.81,14.75,,,,27.82,7.0,6.63,8.88,18.88,12.6,,,2.95,6.0,,5.49,,2.63,36.9,8.28,10.74,,3.06,,,,,,,,,6.34,11.5,,,,12.38,,,11.15,,45.96,,,
2015-12-18,3.09,,10.59,33.9,42.83,14.68,,7.94,,29.13,7.24,7.21,9.16,18.78,13.09,,,3.04,5.96,,6.02,,2.69,34.84,8.78,10.43,,3.13,,,,,,,,,6.43,11.5,,,,13.07,,,11.31,,47.83,,,
2015-12-25,3.03,,10.29,32.15,41.61,14.61,,7.73,8.4,27.6,7.15,7.21,8.94,18.63,13.32,,,2.95,5.73,,5.65,,2.65,36.9,8.84,10.28,,3.09,,,,,,,,,6.26,11.6,,,,12.71,,,11.42,,46.33,,,
2016-01-01,3.09,,10.39,32.66,43.23,14.88,,7.94,8.97,28.92,7.18,7.54,9.0,18.13,13.8,,,2.93,5.8,,5.62,,2.65,39.49,8.89,10.24,,3.11,,,,,,,,,6.34,12.6,,,,13.37,,,12.28,,47.45,,,
2016-01-08,3.01,,9.69,31.15,41.21,15.37,,7.65,8.83,28.48,7.11,7.15,8.72,17.14,13.19,,,2.77,5.69,,5.57,,2.61,39.23,8.45,10.28,,3.2,,,,,,,,,5.7,12.6,,,,12.71,,,12.82,,45.96,,,
2016-01-15,3.01,,9.29,31.4,39.59,15.16,,7.52,8.58,28.04,6.98,7.34,8.6,17.14,13.02,,,2.65,5.47,15.44,5.44,,2.59,38.71,8.22,10.39,,3.13,,,,,,,,,5.7,11.8,,,,12.56,,,12.98,,45.59,,,
2016-01-22,2.97,,7.93,29.89,38.06,15.23,,6.97,8.7,27.6,6.76,6.89,8.38,15.06,12.7,,,2.56,4.75,14.75,5.26,,2.52,36.9,7.72,10.16,,3.01,,,,,,,,,5.47,10.8,,,,12.02,,,12.9,,43.34,,,
2016-01-29,3.0,,8.28,29.64,40.0,15.44,,7.31,8.74,28.04,6.96,6.63,8.62,18.58,12.86,,,2.67,5.22,15.65,5.49,,2.74,37.42,7.83,10.08,,3.09,,,,,,,,,5.75,11.3,,,,12.17,,,12.96,,43.34,,,
2016-02-05,3.0,,8.13,30.4,40.16,15.44,,7.31,8.69,31.98,7.25,6.95,8.7,18.83,13.06,,,2.7,5.18,15.65,5.47,,2.74,37.94,8.11,10.08,,3.06,,,,,,,,,5.81,11.2,,,,11.9,,,12.52,,45.59,,,
2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,3.08,,8.13,32.15,40.16,15.64,,7.35,8.93,34.61,7.06,6.69,8.94,20.21,13.12,,,2.68,5.2,15.16,5.6,,2.86,37.42,8.39,10.43,,3.09,,,,,,,,,5.98,10.8,,,,12.2,,,12.39,,48.58,,,
2016-02-26,3.14,,9.29,32.66,42.02,15.3,,7.77,8.97,36.58,7.03,6.89,8.88,21.06,12.7,,,2.74,5.35,16.7,5.52,,2.86,37.68,8.5,10.36,,3.06,,,,9.55,,,,,6.34,11.1,,,,12.62,,,12.31,,48.58,,,
2016-03-04,3.08,,9.14,34.67,44.44,15.85,,7.65,8.9,37.68,7.28,6.82,9.05,22.29,12.76,,,2.71,5.67,16.97,5.49,,2.84,38.97,8.78,10.67,,3.32,,,,9.47,,,,,6.48,11.0,,,,12.5,,,12.25,,48.95,,,
2016-03-11,3.05,,8.98,34.16,43.23,16.12,,7.48,8.79,38.12,7.18,6.89,9.02,23.93,13.09,,,2.87,6.2,17.18,5.91,,2.84,38.19,8.84,11.01,,3.35,,,,9.36,,,,,6.46,10.9,,,,12.56,,,12.55,,48.58,,,
2016-03-18,3.01,,8.88,34.67,43.63,16.54,,7.39,8.32,37.68,7.25,6.76,9.14,24.63,13.06,,,3.01,6.51,16.7,6.23,,2.78,37.42,8.61,11.29,,3.39,,,,9.47,,,,,6.29,10.8,,,,12.8,,,12.15,,51.19,,,
2016-03-25,3.01,,8.63,37.68,42.42,16.12,,7.18,8.0,37.24,7.16,6.69,8.98,23.24,12.7,,,2.88,6.33,16.49,6.07,,2.74,38.19,8.78,11.79,,3.39,,,,9.36,,,,,6.15,10.4,,,,12.62,,,12.15,,50.07,,,
2016-04-01,2.93,,8.43,35.92,40.4,16.26,,6.97,7.88,36.36,7.13,6.69,8.77,21.22,12.67,,,2.95,6.27,16.56,5.99,,2.71,36.65,8.5,12.8,,3.54,,,,9.25,,,,,5.95,10.3,,,,12.32,,,12.74,,50.07,,,
2016-04-08,2.9,,8.48,37.68,40.81,17.36,,7.14,8.26,37.46,7.16,6.69,8.87,23.55,12.53,,,3.01,6.96,16.97,6.07,,2.74,36.13,8.5,12.84,,3.58,,,,9.1,,,1.81,,6.15,10.2,,,,12.47,,,12.74,,52.69,,,
2016-04-15,2.9,,8.13,36.17,42.02,17.09,,6.84,8.42,39.87,7.13,6.69,8.87,23.81,12.76,,,3.16,7.29,17.39,6.17,,2.73,36.13,8.33,13.11,,3.75,,,,8.98,,,1.84,,6.15,10.2,,,,12.77,,,14.17,,53.43,,,
2016-04-22,2.78,,7.93,34.41,42.42,17.09,72.95,6.8,8.18,37.68,7.28,6.69,8.81,24.32,12.57,,,3.16,8.18,17.18,6.02,,2.76,35.87,8.17,12.39,,3.63,,,,8.79,,15.97,1.78,,5.98,10.1,,,,12.89,,,13.9,,51.19,,,
2016-04-29,2.81,,8.28,34.67,45.65,16.74,72.95,6.84,8.13,37.46,7.28,6.89,9.02,26.65,13.22,,,3.24,8.75,18.23,5.96,,2.82,35.61,8.39,11.93,,3.32,,11.61,,8.98,,16.36,1.81,,6.12,10.3,,,,13.7,,,14.17,,51.56,,,
2016-05-06,2.84,,8.88,36.93,48.08,17.36,72.11,7.09,7.73,37.46,7.4,6.89,8.9,25.88,13.64,,,3.47,9.43,18.57,5.99,,2.86,36.65,8.9,12.1,,3.37,,11.81,,9.06,,16.26,1.81,,6.0,10.2,,,,14.24,,,14.04,,53.43,,,
2016-05-13,2.98,,9.34,36.17,47.67,17.78,76.61,7.52,7.68,37.02,7.48,7.15,8.85,27.17,13.8,,,3.39,9.15,18.3,5.99,,2.86,37.16,8.9,12.77,,3.42,,12.02,,9.12,,15.33,1.87,,5.72,11.3,,,,14.42,,,14.58,,54.18,,,
2016-05-20,3.01,,9.34,36.29,49.29,17.57,74.45,7.52,7.5,37.24,7.48,7.73,8.88,30.27,14.65,,,3.32,9.17,18.64,5.99,,2.95,36.13,8.67,12.52,,3.56,,12.42,,9.16,,15.14,1.84,,5.78,12.2,,,,14.6,,,14.44,,54.55,,,
2016-05-27,2.9,,8.78,35.26,46.87,17.36,75.32,7.26,7.64,34.95,7.32,8.25,8.86,29.24,14.35,,,3.31,9.29,18.3,6.02,,2.9,36.13,9.41,12.9,,3.58,,12.32,,9.16,,15.87,1.78,,5.72,11.1,,,,13.64,,,13.77,,53.06,,,
2016-06-03,2.93,,9.29,35.52,48.48,17.64,76.61,7.6,7.55,35.64,7.21,8.12,8.94,31.83,14.71,,,3.57,10.88,18.93,6.12,,2.95,35.61,9.75,13.11,,3.49,,12.93,,9.03,,15.63,1.78,,6.06,11.2,,,,14.12,,,14.44,,53.06,,,
2016-06-10,2.98,,9.39,35.0,50.91,17.85,80.94,7.48,7.53,35.64,7.34,7.34,8.84,31.57,14.56,,,3.69,11.35,19.43,6.02,,2.93,35.87,10.61,13.19,,3.49,,13.34,,9.12,,17.68,1.81,,6.17,12.1,,,,14.45,,,14.71,,52.31,,,
2016-06-17,3.01,,9.03,36.29,50.1,17.85,84.84,7.35,7.48,40.21,7.27,7.6,8.84,30.53,14.56,,,3.8,11.93,18.78,5.96,,2.88,35.61,11.54,13.86,,3.47,,13.24,,9.16,,16.95,1.78,,5.92,11.5,,,,14.21,,,14.3,,51.93,,,
2016-06-24,3.01,,8.98,38.11,48.89,18.26,86.14,7.26,8.63,42.95,7.24,7.54,9.12,31.83,14.15,,,4.0,11.81,20.38,5.99,,2.88,35.61,13.14,13.69,,3.42,,14.97,,9.29,,15.48,1.78,,5.92,11.5,,,,14.39,,,14.17,,53.06,,,
2016-07-01,2.97,,8.73,38.37,48.28,18.12,83.97,7.14,9.1,47.06,7.19,7.41,9.19,32.6,13.58,,,3.99,11.9,20.23,5.96,,2.82,34.32,14.06,14.91,,3.25,,15.07,,8.99,,15.23,1.72,,5.86,11.3,,,,14.21,,,15.14,,54.2,,,
2016-07-08,2.97,,8.93,42.26,51.56,19.29,90.9,7.39,8.94,47.98,7.47,7.34,9.49,34.16,13.89,,,4.31,13.56,19.94,6.09,,2.9,34.32,14.97,14.62,,3.49,,16.6,,9.07,,15.87,1.81,,6.37,11.2,,,,15.32,,,15.6,,56.1,,,
2016-07-15,3.06,,9.29,42.0,51.15,18.12,93.06,8.03,8.56,44.55,7.76,8.06,9.38,33.64,14.04,,,4.02,12.22,20.88,5.96,,2.92,35.1,16.0,14.16,,3.01,,14.16,,9.12,,16.36,1.78,,6.65,11.6,,,,16.82,,,16.2,,55.34,,,
2016-07-22,2.9,,8.83,43.29,49.1,18.08,97.39,7.56,9.01,42.49,7.63,7.34,9.08,32.09,13.69,,,4.11,11.2,19.87,5.99,,2.88,34.84,14.63,14.53,,3.09,,14.26,,8.94,,15.97,1.72,,6.43,11.3,,,,16.52,,,15.14,,60.27,,,
2016-07-29,2.82,,8.78,42.52,48.69,18.29,97.39,7.6,8.9,42.49,7.63,7.73,9.03,29.24,13.48,,,4.47,11.49,21.02,5.99,,2.88,33.29,15.2,14.62,,3.04,,13.24,,9.16,,15.77,1.7,,6.51,11.0,,,,16.37,,,15.74,,60.65,,,
2016-08-05,2.78,,8.38,37.07,46.65,17.87,89.6,7.22,8.69,39.75,7.5,7.15,8.84,30.79,12.87,,,4.26,10.91,20.23,6.04,,2.78,31.74,14.74,14.45,,2.99,,12.73,,8.55,,16.07,1.58,,6.12,10.6,,,,15.77,,,13.95,,59.13,,,
2016-08-12,2.82,,8.58,39.92,49.92,18.01,93.93,7.48,8.99,44.78,7.53,6.95,9.19,33.12,14.25,,,4.71,12.28,20.59,6.67,,2.86,31.49,16.34,15.34,,3.04,,14.26,,8.9,,17.29,1.58,,6.2,10.9,,,,16.67,,,14.84,,65.19,,,
2016-08-19,2.79,,8.38,40.96,48.28,19.07,99.12,7.31,9.41,45.69,7.53,6.95,9.47,32.86,15.17,,,4.9,12.22,25.58,6.96,,2.82,34.58,17.03,15.47,,3.04,,14.97,,8.86,,16.95,1.56,,6.26,10.6,,,,15.92,,,14.52,,67.82,,,
2016-08-26,2.78,,8.23,40.96,48.69,19.21,98.26,7.31,9.18,44.55,7.42,7.15,9.27,32.6,14.61,,,5.11,12.39,28.1,6.85,,2.82,32.26,16.23,15.21,,2.97,,13.65,,8.86,,17.14,1.53,,6.06,10.5,,,,16.82,,,14.4,,67.36,,,
2016-09-02,2.86,,8.23,42.52,50.74,20.2,105.61,7.31,9.84,44.32,7.55,7.21,9.67,33.12,14.61,,,5.09,12.57,27.89,6.83,,2.8,35.1,16.57,15.6,,3.04,,14.36,,8.77,,17.19,1.5,,6.06,10.5,,,,16.37,,,14.46,,72.97,,,
2016-09-09,2.74,,8.13,44.07,49.51,20.55,114.7,7.35,10.1,47.52,7.47,6.69,10.06,33.64,14.51,,,5.33,12.8,27.89,7.01,,2.82,35.36,16.46,15.47,,3.01,,14.97,,8.9,,16.9,1.5,,6.03,10.0,,,,15.73,,,14.54,,69.23,,,
2016-09-16,2.71,,7.98,43.29,49.43,20.34,112.54,7.22,10.16,50.26,7.24,6.95,9.73,32.6,13.84,,,5.25,12.42,27.24,6.98,,2.8,33.09,15.31,15.34,,2.99,,14.26,,8.81,,16.61,1.39,,5.86,10.05,,,,14.9,,,14.95,,66.89,,,
2016-09-23,2.73,,8.06,45.37,53.93,20.27,107.78,7.22,10.91,49.85,7.37,6.95,10.25,35.04,14.17,,,5.49,12.01,28.21,7.38,,2.79,36.34,15.77,16.04,,3.16,,15.17,,9.42,,14.45,1.33,,6.17,9.52,,,,15.52,,,16.2,,63.99,,,
2016-09-30,2.9,,8.38,50.68,57.28,20.66,112.11,7.26,11.77,50.49,7.4,6.63,10.37,38.14,15.22,,,5.47,12.17,28.66,7.33,,2.8,35.1,15.99,16.87,,3.01,,15.48,,9.55,,15.18,1.3,,6.29,9.36,,,,15.85,,,16.35,,65.48,,,
2016-10-07,3.06,,8.63,50.32,60.15,21.19,109.08,7.48,11.6,51.36,7.34,6.66,10.09,37.41,14.35,,,5.1,11.32,28.36,7.47,,2.84,36.03,15.52,16.92,,3.04,,15.64,,9.23,,15.18,1.44,,6.34,9.61,,8.37,,15.91,,,15.8,,66.42,,,
2016-10-14,3.08,,8.38,51.2,57.28,21.29,111.67,7.31,11.32,50.72,7.37,6.66,9.6,37.1,14.33,,,4.87,11.0,28.44,7.45,,2.81,35.1,16.96,16.17,,3.04,,14.81,,9.27,,16.1,1.41,,6.27,9.19,,11.61,,15.44,,,15.74,,66.42,,,
2016-10-21,3.09,,8.73,51.9,54.83,21.54,105.28,7.37,10.31,48.98,7.45,6.82,9.51,35.69,13.94,,,4.88,11.64,28.81,7.5,,2.84,34.32,17.26,15.21,,3.28,,14.97,,9.05,,16.74,1.61,,6.43,9.27,,10.78,,15.19,,,15.91,,67.82,,,
2016-10-28,3.03,,8.43,52.06,54.83,20.62,103.5,7.18,9.54,44.78,7.21,6.4,9.45,35.17,13.94,,,4.7,11.29,27.16,7.36,,2.83,33.29,16.74,15.34,,3.18,,14.16,,9.14,,16.93,1.5,,6.14,9.0,,11.45,,15.03,,,15.72,,66.65,,,
2016-11-04,3.01,,8.4,50.32,51.15,20.06,103.96,7.09,9.29,44.37,7.15,6.66,9.19,34.23,13.58,,,4.69,11.49,27.13,7.4,,2.77,33.7,17.49,15.21,,3.44,,14.16,,9.03,,15.75,1.47,,6.04,8.26,,9.31,,14.57,,,15.43,,66.14,,,
2016-11-11,3.03,,8.3,51.85,53.19,20.52,104.42,7.05,9.44,44.69,7.21,6.5,9.38,35.43,13.58,,,4.9,12.39,26.75,7.08,,2.76,33.55,18.0,15.08,,3.49,,14.5,,9.07,,15.37,1.56,,6.05,8.39,,9.17,,15.11,,,15.72,,65.95,,,
2016-11-18,3.01,,8.11,50.81,50.08,20.55,101.59,6.9,9.18,45.69,7.33,6.31,9.3,34.91,13.74,,,4.95,12.63,26.26,7.15,,2.69,32.67,17.61,15.12,,3.48,,14.05,,9.51,,15.08,1.53,,5.95,7.99,,9.13,,14.69,,,15.8,,64.6,,,
2016-11-25,3.03,,8.46,50.06,50.74,21.04,98.65,7.01,8.99,45.97,7.24,6.3,9.71,35.43,14.1,,,4.99,13.82,26.64,7.05,,2.67,35.98,18.54,14.66,,3.36,,14.57,,9.47,,15.46,1.47,,5.95,8.22,,8.64,,14.9,,,15.54,,63.94,,,
2016-12-02,3.13,,8.11,50.48,48.61,20.87,98.36,6.9,8.99,44.78,6.8,6.04,9.45,35.95,13.99,,,4.98,14.17,25.55,7.1,,2.64,33.45,19.05,13.59,,3.18,,14.26,,9.68,,15.21,1.44,,5.86,7.55,,7.62,,14.57,,,15.25,,63.15,,,
2016-12-09,2.94,,7.82,49.49,47.55,20.48,99.23,6.6,8.58,44.28,6.38,6.24,9.3,34.13,13.79,,,4.86,13.51,23.34,7.05,,2.64,32.93,17.71,13.37,,3.23,,14.2,,9.75,54.3,15.53,1.41,,5.52,7.91,,8.65,,14.4,,,15.43,,63.38,,,
2016-12-16,2.96,,7.69,49.28,47.46,20.59,102.11,6.35,8.52,43.32,6.43,6.17,9.18,33.82,13.61,,,4.9,14.08,25.14,6.98,,2.61,32.05,17.49,12.1,,3.28,,14.16,,10.16,81.38,15.46,1.33,,5.58,8.0,,7.91,,14.49,,,15.43,,59.87,,,
2016-12-23,3.05,,7.72,50.29,48.28,20.13,105.86,6.39,8.77,43.41,6.43,6.04,9.37,34.3,13.58,,,5.05,15.04,24.76,7.08,,2.63,33.81,17.73,12.27,,3.22,,13.95,,10.51,73.0,16.16,1.36,,5.71,8.14,,7.78,,14.47,,,15.28,,57.58,,,
2016-12-30,3.1,,7.53,50.48,47.95,20.27,103.78,6.37,8.45,45.19,6.33,6.02,9.54,32.25,13.74,,,5.13,14.69,27.16,6.94,,2.67,33.03,17.93,12.23,25.6,3.18,,13.74,,10.75,72.29,15.97,1.39,,5.78,9.3,,6.99,,14.67,,,15.28,,60.15,,,
2017-01-06,3.33,,8.03,48.99,50.0,21.54,104.94,6.88,8.37,46.74,6.25,6.06,9.89,33.22,13.81,,,5.25,15.71,27.16,6.8,,2.7,33.86,18.02,12.18,25.18,3.18,,13.85,,11.02,72.25,15.97,1.39,,5.93,8.55,,7.55,,15.4,,,15.58,,59.26,,,
2017-01-13,3.73,,8.72,49.75,51.15,22.33,102.92,7.48,8.43,47.98,6.82,6.18,10.08,32.68,14.58,,,5.17,14.78,27.01,6.91,,2.76,33.86,18.29,12.85,25.09,3.2,,14.34,,10.99,76.92,15.78,1.45,,6.02,9.06,,7.51,,15.56,,1.45,15.82,,59.4,,,
2017-01-20,4.01,,8.72,49.22,49.76,22.19,105.63,7.81,8.3,50.26,6.6,6.21,9.58,31.01,14.35,,,4.93,13.73,27.76,6.87,,2.78,33.65,17.95,12.92,24.79,3.21,,14.24,,11.23,81.41,15.4,1.39,,5.96,9.55,,6.81,,15.81,,1.55,15.48,,58.94,,,
2017-01-27,4.07,,8.99,50.87,49.84,22.26,109.03,8.19,7.87,49.35,6.68,6.23,9.82,32.41,14.3,,,4.99,14.4,27.76,6.84,,2.8,33.42,18.17,13.03,24.75,3.33,,14.16,,10.99,81.05,15.46,1.42,,5.96,9.85,,7.33,,16.1,,1.65,15.39,,59.87,,,
2017-02-03,4.14,,9.09,50.03,51.23,22.62,111.69,8.28,7.81,51.86,6.77,7.02,9.78,32.68,14.43,,,5.24,14.37,28.14,6.87,,2.82,34.19,19.31,13.12,25.94,3.38,,14.49,,11.41,79.37,15.27,1.42,,6.11,10.0,,7.33,,16.35,,1.57,15.61,,63.1,,,
2017-02-10,4.13,,8.91,51.03,51.56,22.55,112.96,7.99,7.23,52.77,7.2,6.95,9.73,31.33,14.27,,,5.28,14.81,28.81,6.84,,2.83,34.43,19.09,13.88,25.18,3.4,,14.98,,12.08,77.03,15.08,1.54,,6.14,10.3,,7.22,,16.41,,1.61,15.65,,62.72,,,
2017-02-17,3.94,,8.93,50.53,51.88,23.78,115.96,8.5,8.04,51.86,6.95,6.79,9.89,32.09,15.89,,,5.29,14.41,29.04,7.4,,2.9,34.03,19.77,14.06,25.77,3.42,,15.33,,11.78,78.49,15.34,1.54,,6.17,10.35,,7.73,,16.02,,1.64,16.2,,61.74,,,
2017-02-24,3.95,,8.72,49.17,49.26,26.99,118.26,7.97,7.51,53.0,6.85,6.89,10.06,34.03,17.58,,,4.81,13.92,29.64,7.68,,2.89,34.03,18.74,14.46,28.08,3.54,,15.6,,11.63,83.24,15.4,1.54,,6.38,11.0,,7.26,,15.65,,1.66,16.62,,60.81,,,
