date,E1VFVN30
2015-06-09 07:00:00,9.1
2015-06-10 07:00:00,9.0
2015-06-11 07:00:00,9.2
2015-06-12 07:00:00,9.2
2015-06-15 07:00:00,9.3
2015-06-16 07:00:00,9.3
2015-06-17 07:00:00,9.2
2015-06-18 07:00:00,9.2
2015-06-19 07:00:00,9.3
2015-06-22 07:00:00,9.4
2015-06-23 07:00:00,9.4
2015-06-24 07:00:00,9.4
2015-06-25 07:00:00,9.4
2015-06-26 07:00:00,9.5
2015-06-29 07:00:00,9.6
2015-06-30 07:00:00,9.7
2015-07-01 07:00:00,9.6
2015-07-02 07:00:00,9.7
2015-07-03 07:00:00,9.8
2015-07-06 07:00:00,10.1
2015-07-07 07:00:00,10.0
2015-07-08 07:00:00,10.0
2015-07-09 07:00:00,10.0
2015-07-10 07:00:00,10.1
2015-07-13 07:00:00,10.0
2015-07-14 07:00:00,10.1
2015-07-15 07:00:00,10.1
2015-07-16 07:00:00,10.1
2015-07-17 07:00:00,10.1
2015-07-20 07:00:00,10.0
2015-07-21 07:00:00,10.0
2015-07-22 07:00:00,10.1
2015-07-23 07:00:00,10.1
2015-07-24 07:00:00,10.1
2015-07-27 07:00:00,10.2
2015-07-28 07:00:00,10.3
2015-07-29 07:00:00,10.3
2015-07-30 07:00:00,10.3
2015-07-31 07:00:00,10.3
2015-08-03 07:00:00,10.1
2015-08-04 07:00:00,10.0
2015-08-05 07:00:00,10.0
2015-08-06 07:00:00,10.0
2015-08-07 07:00:00,10.0
2015-08-10 07:00:00,10.2
2015-08-11 07:00:00,10.2
2015-08-12 07:00:00,10.1
2015-08-13 07:00:00,9.9
2015-08-14 07:00:00,9.9
2015-08-17 07:00:00,9.7
2015-08-18 07:00:00,9.6
2015-08-19 07:00:00,9.5
2015-08-20 07:00:00,9.5
2015-08-21 07:00:00,9.3
2015-08-24 07:00:00,8.9
2015-08-25 07:00:00,8.9
2015-08-26 07:00:00,9.1
2015-08-27 07:00:00,9.3
2015-08-28 07:00:00,9.9
2015-08-31 07:00:00,9.4
2015-09-01 07:00:00,9.3
2015-09-03 07:00:00,9.1
2015-09-04 07:00:00,9.1
2015-09-07 07:00:00,9.1
2015-09-08 07:00:00,9.3
2015-09-09 07:00:00,9.3
2015-09-10 07:00:00,9.3
2015-09-11 07:00:00,9.2
2015-09-14 07:00:00,9.3
2015-09-15 07:00:00,9.1
2015-09-16 07:00:00,9.1
2015-09-17 07:00:00,9.2
2015-09-18 07:00:00,9.3
2015-09-21 07:00:00,9.4
2015-09-22 07:00:00,9.4
2015-09-23 07:00:00,9.4
2015-09-24 07:00:00,9.3
2015-09-25 07:00:00,9.3
2015-09-28 07:00:00,9.3
2015-09-29 07:00:00,9.2
2015-09-30 07:00:00,9.5
2015-10-01 07:00:00,9.3
2015-10-02 07:00:00,9.3
2015-10-05 07:00:00,9.3
2015-10-06 07:00:00,9.4
2015-10-07 07:00:00,9.4
2015-10-08 07:00:00,9.6
2015-10-09 07:00:00,9.6
2015-10-12 07:00:00,9.7
2015-10-13 07:00:00,9.6
2015-10-14 07:00:00,9.5
2015-10-15 07:00:00,9.5
2015-10-16 07:00:00,9.6
2015-10-19 07:00:00,9.7
2015-10-20 07:00:00,9.6
2015-10-21 07:00:00,9.7
2015-10-22 07:00:00,9.7
2015-10-23 07:00:00,9.8
2015-10-26 07:00:00,9.8
2015-10-27 07:00:00,9.7
2015-10-28 07:00:00,9.7
2015-10-29 07:00:00,9.8
2015-10-30 07:00:00,9.8
2015-11-02 07:00:00,9.7
2015-11-03 07:00:00,9.9
2015-11-04 07:00:00,9.9
2015-11-05 07:00:00,9.9
2015-11-06 07:00:00,9.9
2015-11-09 07:00:00,9.9
2015-11-10 07:00:00,9.9
2015-11-11 07:00:00,9.8
2015-11-12 07:00:00,9.7
2015-11-13 07:00:00,9.8
2015-11-16 07:00:00,9.9
2015-11-17 07:00:00,9.8
2015-11-18 07:00:00,9.8
2015-11-19 07:00:00,9.7
2015-11-20 07:00:00,9.7
2015-11-23 07:00:00,9.7
2015-11-24 07:00:00,9.5
2015-11-25 07:00:00,9.7
2015-11-26 07:00:00,9.7
2015-11-27 07:00:00,9.4
2015-11-30 07:00:00,9.4
2015-12-01 07:00:00,9.4
2015-12-02 07:00:00,9.3
2015-12-03 07:00:00,9.4
2015-12-04 07:00:00,9.3
2015-12-07 07:00:00,9.3
2015-12-08 07:00:00,9.3
2015-12-09 07:00:00,9.3
2015-12-10 07:00:00,9.3
2015-12-11 07:00:00,9.2
2015-12-14 07:00:00,9.2
2015-12-15 07:00:00,9.4
2015-12-16 07:00:00,9.4
2015-12-17 07:00:00,9.4
2015-12-18 07:00:00,9.4
2015-12-21 07:00:00,9.3
2015-12-22 07:00:00,9.3
2015-12-23 07:00:00,9.2
2015-12-24 07:00:00,9.2
2015-12-25 07:00:00,9.3
2015-12-28 07:00:00,9.3
2015-12-29 07:00:00,9.5
2015-12-30 07:00:00,9.6
2015-12-31 07:00:00,9.6
2016-01-04 07:00:00,9.4
2016-01-05 07:00:00,9.4
2016-01-06 07:00:00,9.3
2016-01-07 07:00:00,9.3
2016-01-08 07:00:00,9.1
2016-01-11 07:00:00,9.2
2016-01-12 07:00:00,9.2
2016-01-13 07:00:00,9.2
2016-01-14 07:00:00,9.1
2016-01-15 07:00:00,9.0
2016-01-18 07:00:00,8.7
2016-01-19 07:00:00,8.7
2016-01-20 07:00:00,8.8
2016-01-21 07:00:00,8.7
2016-01-22 07:00:00,8.7
2016-01-25 07:00:00,8.9
2016-01-26 07:00:00,8.8
2016-01-27 07:00:00,9.0
2016-01-28 07:00:00,9.0
2016-01-29 07:00:00,8.9
2016-02-01 07:00:00,9.0
2016-02-02 07:00:00,9.0
2016-02-03 07:00:00,8.8
2016-02-04 07:00:00,8.9
2016-02-05 07:00:00,9.0
2016-02-15 07:00:00,8.9
2016-02-16 07:00:00,9.0
2016-02-17 07:00:00,9.0
2016-02-18 07:00:00,9.0
2016-02-19 07:00:00,9.0
2016-02-22 07:00:00,9.1
2016-02-23 07:00:00,9.1
2016-02-24 07:00:00,9.2
2016-02-25 07:00:00,9.2
2016-02-26 07:00:00,9.2
2016-02-29 07:00:00,9.2
2016-03-01 07:00:00,9.2
2016-03-02 07:00:00,9.2
2016-03-03 07:00:00,9.3
2016-03-04 07:00:00,9.2
2016-03-07 07:00:00,9.2
2016-03-08 07:00:00,9.2
2016-03-09 07:00:00,9.2
2016-03-10 07:00:00,9.2
2016-03-11 07:00:00,9.3
2016-03-14 07:00:00,9.4
2016-03-15 07:00:00,9.2
2016-03-16 07:00:00,9.3
2016-03-17 07:00:00,9.3
2016-03-18 07:00:00,9.3
2016-03-21 07:00:00,9.3
2016-03-22 07:00:00,9.3
2016-03-23 07:00:00,9.3
2016-03-24 07:00:00,9.2
2016-03-25 07:00:00,9.2
2016-03-28 07:00:00,9.2
2016-03-29 07:00:00,9.1
2016-03-30 07:00:00,9.2
2016-03-31 07:00:00,9.1
2016-04-01 07:00:00,9.1
2016-04-04 07:00:00,9.1
2016-04-05 07:00:00,9.0
2016-04-06 07:00:00,9.2
2016-04-07 07:00:00,9.2
2016-04-08 07:00:00,9.3
2016-04-11 07:00:00,9.3
2016-04-12 07:00:00,9.3
2016-04-13 07:00:00,9.3
2016-04-14 07:00:00,9.4
2016-04-15 07:00:00,9.4
2016-04-19 07:00:00,9.2
2016-04-20 07:00:00,9.2
2016-04-21 07:00:00,9.3
2016-04-22 07:00:00,9.4
2016-04-25 07:00:00,9.5
2016-04-26 07:00:00,9.5
2016-04-27 07:00:00,9.5
2016-04-28 07:00:00,9.4
2016-04-29 07:00:00,9.5
2016-05-04 07:00:00,9.5
2016-05-05 07:00:00,9.6
2016-05-06 07:00:00,9.6
2016-05-09 07:00:00,9.6
2016-05-10 07:00:00,9.5
2016-05-11 07:00:00,9.6
2016-05-12 07:00:00,9.7
2016-05-13 07:00:00,
2016-05-16 07:00:00,9.7
2016-05-17 07:00:00,9.8
2016-05-18 07:00:00,9.9
2016-05-19 07:00:00,9.9
2016-05-20 07:00:00,9.9
2016-05-23 07:00:00,9.8
2016-05-24 07:00:00,9.7
2016-05-25 07:00:00,9.9
2016-05-26 07:00:00,9.7
2016-05-27 07:00:00,9.7
2016-05-30 07:00:00,9.8
2016-05-31 07:00:00,9.8
2016-06-01 07:00:00,9.8
2016-06-02 07:00:00,9.8
2016-06-03 07:00:00,9.9
2016-06-06 07:00:00,9.9
2016-06-07 07:00:00,9.9
2016-06-08 07:00:00,10.0
2016-06-09 07:00:00,10.1
2016-06-10 07:00:00,10.1
2016-06-13 07:00:00,10.0
2016-06-14 07:00:00,9.9
2016-06-15 07:00:00,9.9
2016-06-16 07:00:00,9.9
2016-06-17 07:00:00,9.8
2016-06-20 07:00:00,9.9
2016-06-21 07:00:00,9.9
2016-06-22 07:00:00,9.9
2016-06-23 07:00:00,9.9
2016-06-24 07:00:00,9.7
2016-06-27 07:00:00,9.7
2016-06-28 07:00:00,9.7
2016-06-29 07:00:00,9.8
2016-06-30 07:00:00,9.9
2016-07-01 07:00:00,10.1
2016-07-04 07:00:00,10.0
2016-07-05 07:00:00,10.1
2016-07-06 07:00:00,10.1
2016-07-07 07:00:00,10.2
2016-07-08 07:00:00,10.2
2016-07-11 07:00:00,10.2
2016-07-12 07:00:00,10.2
2016-07-13 07:00:00,10.4
2016-07-14 07:00:00,10.3
2016-07-15 07:00:00,10.5
2016-07-18 07:00:00,10.4
2016-07-19 07:00:00,10.5
2016-07-20 07:00:00,10.5
2016-07-21 07:00:00,10.4
2016-07-22 07:00:00,10.2
2016-07-25 07:00:00,10.2
2016-07-26 07:00:00,
2016-07-27 07:00:00,10.2
2016-07-28 07:00:00,10.3
2016-07-29 07:00:00,
2016-08-01 07:00:00,10.2
2016-08-02 07:00:00,10.1
2016-08-03 07:00:00,10.0
2016-08-04 07:00:00,10.0
2016-08-05 07:00:00,9.8
2016-08-08 07:00:00,9.8
2016-08-09 07:00:00,9.9
2016-08-10 07:00:00,10.0
2016-08-11 07:00:00,10.1
2016-08-12 07:00:00,10.3
2016-08-15 07:00:00,10.2
2016-08-16 07:00:00,10.3
2016-08-17 07:00:00,10.4
2016-08-18 07:00:00,10.4
2016-08-19 07:00:00,10.4
2016-08-22 07:00:00,10.4
2016-08-23 07:00:00,10.4
2016-08-24 07:00:00,10.4
2016-08-25 07:00:00,10.4
2016-08-26 07:00:00,10.5
2016-08-29 07:00:00,10.6
2016-08-30 07:00:00,
2016-08-31 07:00:00,10.6
2016-09-01 07:00:00,
2016-09-05 07:00:00,10.6
2016-09-06 07:00:00,10.6
2016-09-07 07:00:00,10.5
2016-09-08 07:00:00,10.6
2016-09-09 07:00:00,10.6
2016-09-12 07:00:00,10.5
2016-09-13 07:00:00,
2016-09-14 07:00:00,10.58
2016-09-15 07:00:00,10.46
2016-09-16 07:00:00,
2016-09-19 07:00:00,10.4
2016-09-20 07:00:00,10.4
2016-09-21 07:00:00,10.6
2016-09-22 07:00:00,10.75
2016-09-23 07:00:00,
2016-09-26 07:00:00,10.79
2016-09-27 07:00:00,10.72
2016-09-28 07:00:00,10.88
2016-09-29 07:00:00,10.84
2016-09-30 07:00:00,10.86
2016-10-03 07:00:00,10.8
2016-10-04 07:00:00,10.7
2016-10-05 07:00:00,10.7
2016-10-06 07:00:00,10.77
2016-10-07 07:00:00,10.64
2016-10-10 07:00:00,10.6
2016-10-11 07:00:00,10.56
2016-10-12 07:00:00,
2016-10-13 07:00:00,10.6
2016-10-14 07:00:00,10.66
2016-10-17 07:00:00,10.59
2016-10-18 07:00:00,10.64
2016-10-19 07:00:00,10.6
2016-10-20 07:00:00,10.6
2016-10-21 07:00:00,10.64
2016-10-24 07:00:00,
2016-10-25 07:00:00,10.45
2016-10-26 07:00:00,10.39
2016-10-27 07:00:00,
2016-10-28 07:00:00,
2016-10-31 07:00:00,10.52
2016-11-01 07:00:00,10.4
2016-11-02 07:00:00,10.38
2016-11-03 07:00:00,10.21
2016-11-04 07:00:00,10.2
2016-11-07 07:00:00,10.3
2016-11-08 07:00:00,10.4
2016-11-09 07:00:00,10.2
2016-11-10 07:00:00,10.31
2016-11-11 07:00:00,
2016-11-14 07:00:00,10.31
2016-11-15 07:00:00,10.31
2016-11-16 07:00:00,10.3
2016-11-17 07:00:00,
2016-11-18 07:00:00,
2016-11-21 07:00:00,10.3
2016-11-22 07:00:00,10.3
2016-11-23 07:00:00,
2016-11-24 07:00:00,10.5
2016-11-25 07:00:00,10.45
2016-11-28 07:00:00,10.24
2016-11-29 07:00:00,10.18
2016-11-30 07:00:00,10.13
2016-12-01 07:00:00,10.26
2016-12-02 07:00:00,10.19
2016-12-05 07:00:00,10.15
2016-12-06 07:00:00,9.99
2016-12-07 07:00:00,9.97
2016-12-08 07:00:00,10.01
2016-12-09 07:00:00,10.05
2016-12-12 07:00:00,9.98
2016-12-13 07:00:00,9.9
2016-12-14 07:00:00,9.85
2016-12-15 07:00:00,9.9
2016-12-16 07:00:00,
2016-12-19 07:00:00,10.11
2016-12-20 07:00:00,10.05
2016-12-21 07:00:00,10.05
2016-12-22 07:00:00,10.04
2016-12-23 07:00:00,10.0
2016-12-26 07:00:00,10.06
2016-12-27 07:00:00,10.09
2016-12-28 07:00:00,10.08
2016-12-29 07:00:00,10.12
2016-12-30 07:00:00,10.17
2017-01-03 07:00:00,10.19
2017-01-04 07:00:00,10.25
2017-01-05 07:00:00,10.29
2017-01-06 07:00:00,10.35
2017-01-09 07:00:00,10.37
2017-01-10 07:00:00,
2017-01-11 07:00:00,10.43
2017-01-12 07:00:00,10.43
2017-01-13 07:00:00,10.41
2017-01-16 07:00:00,10.34
2017-01-17 07:00:00,10.34
2017-01-18 07:00:00,10.36
2017-01-19 07:00:00,
2017-01-20 07:00:00,
2017-01-23 07:00:00,
2017-01-24 07:00:00,10.41
2017-01-25 07:00:00,10.45
2017-02-02 07:00:00,10.52
2017-02-03 07:00:00,10.61
2017-02-06 07:00:00,10.6
2017-02-07 07:00:00,10.65
2017-02-08 07:00:00,10.67
2017-02-09 07:00:00,10.7
2017-02-10 07:00:00,10.73
2017-02-13 07:00:00,10.76
2017-02-14 07:00:00,10.76
2017-02-15 07:00:00,10.84
2017-02-16 07:00:00,10.9
2017-02-17 07:00:00,10.89
2017-02-20 07:00:00,10.8
2017-02-21 07:00:00,10.92
2017-02-22 07:00:00,10.9
2017-02-23 07:00:00,10.86
2017-02-24 07:00:00,10.87
2017-02-27 07:00:00,10.82
2017-02-28 07:00:00,
2017-03-01 07:00:00,10.7
2017-03-02 07:00:00,10.72
2017-03-03 07:00:00,10.69
2017-03-06 07:00:00,10.74
2017-03-07 07:00:00,10.75
2017-03-08 07:00:00,10.79
2017-03-09 07:00:00,10.83
2017-03-10 07:00:00,10.86
2017-03-13 07:00:00,10.86
2017-03-14 07:00:00,10.89
2017-03-15 07:00:00,10.85
2017-03-16 07:00:00,10.85
2017-03-17 07:00:00,10.9
2017-03-20 07:00:00,11.0
2017-03-21 07:00:00,11.03
2017-03-22 07:00:00,11.08
2017-03-23 07:00:00,11.18
2017-03-24 07:00:00,11.32
2017-03-27 07:00:00,11.29
2017-03-28 07:00:00,11.25
2017-03-29 07:00:00,11.32
2017-03-30 07:00:00,11.32
2017-03-31 07:00:00,11.3
2017-04-03 07:00:00,11.34
2017-04-04 07:00:00,11.37
2017-04-05 07:00:00,11.36
2017-04-07 07:00:00,11.29
2017-04-10 07:00:00,11.4
2017-04-11 07:00:00,11.39
2017-04-12 07:00:00,11.38
2017-04-13 07:00:00,11.34
2017-04-14 07:00:00,11.14
2017-04-17 07:00:00,11.0
2017-04-18 07:00:00,10.96
2017-04-19 07:00:00,11.08
2017-04-20 07:00:00,11.04
2017-04-21 07:00:00,11.03
2017-04-24 07:00:00,10.95
2017-04-25 07:00:00,10.92
2017-04-26 07:00:00,10.99
2017-04-27 07:00:00,11.14
2017-04-28 07:00:00,11.14
2017-05-03 07:00:00,11.18
2017-05-04 07:00:00,11.21
2017-05-05 07:00:00,11.23
2017-05-08 07:00:00,11.19
2017-05-09 07:00:00,11.24
2017-05-10 07:00:00,11.35
2017-05-11 07:00:00,11.32
2017-05-12 07:00:00,11.3
2017-05-15 07:00:00,11.37
2017-05-16 07:00:00,11.41
2017-05-17 07:00:00,11.38
2017-05-18 07:00:00,11.4
2017-05-19 07:00:00,11.46
2017-05-22 07:00:00,11.6
2017-05-23 07:00:00,11.61
2017-05-24 07:00:00,11.78
2017-05-25 07:00:00,11.7
2017-05-26 07:00:00,11.77
2017-05-29 07:00:00,11.85
2017-05-30 07:00:00,11.83
2017-05-31 07:00:00,11.61
2017-06-01 07:00:00,11.79
2017-06-02 07:00:00,11.78
2017-06-05 07:00:00,11.84
2017-06-06 07:00:00,11.91
2017-06-07 07:00:00,12.1
2017-06-08 07:00:00,12.04
2017-06-09 07:00:00,12.13
2017-06-12 07:00:00,12.09
2017-06-13 07:00:00,12.14
2017-06-14 07:00:00,12.24
2017-06-15 07:00:00,12.26
2017-06-16 07:00:00,12.3
2017-06-19 07:00:00,12.37
2017-06-20 07:00:00,12.46
2017-06-21 07:00:00,12.37
2017-06-22 07:00:00,12.45
2017-06-23 07:00:00,12.37
2017-06-26 07:00:00,12.45
2017-06-27 07:00:00,12.39
2017-06-28 07:00:00,12.36
2017-06-29 07:00:00,12.49
2017-06-30 07:00:00,12.56
2017-07-03 07:00:00,12.63
2017-07-04 07:00:00,12.57
2017-07-05 07:00:00,13.4
2017-07-06 07:00:00,12.65
2017-07-07 07:00:00,12.6
2017-07-10 07:00:00,12.3
2017-07-11 07:00:00,12.38
2017-07-12 07:00:00,12.44
2017-07-13 07:00:00,12.44
2017-07-14 07:00:00,12.47
2017-07-17 07:00:00,12.27
2017-07-18 07:00:00,12.02
2017-07-19 07:00:00,12.14
2017-07-20 07:00:00,12.11
2017-07-21 07:00:00,12.04
2017-07-24 07:00:00,12.03
2017-07-25 07:00:00,12.0
2017-07-26 07:00:00,12.14
2017-07-27 07:00:00,12.14
2017-07-28 07:00:00,12.27
2017-07-31 07:00:00,12.35
2017-08-01 07:00:00,12.44
2017-08-02 07:00:00,12.43
2017-08-03 07:00:00,12.36
2017-08-04 07:00:00,12.38
2017-08-07 07:00:00,12.49
2017-08-08 07:00:00,12.43
2017-08-09 07:00:00,12.3
2017-08-10 07:00:00,12.2
2017-08-11 07:00:00,12.19
2017-08-14 07:00:00,12.25
2017-08-15 07:00:00,12.22
2017-08-16 07:00:00,12.27
2017-08-17 07:00:00,12.22
2017-08-18 07:00:00,12.22
2017-08-21 07:00:00,12.18
2017-08-22 07:00:00,12.17
2017-08-23 07:00:00,12.12
2017-08-24 07:00:00,12.29
2017-08-25 07:00:00,12.26
2017-08-28 07:00:00,12.39
2017-08-29 07:00:00,12.39
2017-08-30 07:00:00,12.46
2017-08-31 07:00:00,12.63
2017-09-01 07:00:00,12.69
2017-09-05 07:00:00,12.73
2017-09-06 07:00:00,12.75
2017-09-07 07:00:00,12.82
2017-09-08 07:00:00,12.8
2017-09-11 07:00:00,12.82
2017-09-12 07:00:00,12.81
2017-09-13 07:00:00,12.82
2017-09-14 07:00:00,13.04
2017-09-15 07:00:00,13.02
2017-09-18 07:00:00,13.06
2017-09-19 07:00:00,13.12
2017-09-20 07:00:00,13.04
2017-09-21 07:00:00,12.96
2017-09-22 07:00:00,12.95
2017-09-25 07:00:00,13.0
2017-09-26 07:00:00,13.0
2017-09-27 07:00:00,12.95
2017-09-28 07:00:00,13.06
2017-09-29 07:00:00,13.0
2017-10-02 07:00:00,12.96
2017-10-03 07:00:00,12.9
2017-10-04 07:00:00,13.05
2017-10-05 07:00:00,13.11
2017-10-06 07:00:00,13.15
2017-10-09 07:00:00,13.2
2017-10-10 07:00:00,13.25
2017-10-11 07:00:00,13.31
2017-10-12 07:00:00,13.4
2017-10-13 07:00:00,13.42
2017-10-16 07:00:00,13.42
2017-10-17 07:00:00,13.46
2017-10-18 07:00:00,13.46
2017-10-19 07:00:00,13.48
2017-10-20 07:00:00,13.4
2017-10-23 07:00:00,13.35
2017-10-24 07:00:00,13.41
2017-10-25 07:00:00,13.56
2017-10-26 07:00:00,13.52
2017-10-27 07:00:00,13.72
2017-10-30 07:00:00,13.84
2017-10-31 07:00:00,13.78
2017-11-01 07:00:00,13.75
2017-11-02 07:00:00,13.71
2017-11-03 07:00:00,13.71
2017-11-06 07:00:00,13.86
2017-11-07 07:00:00,13.96
2017-11-08 07:00:00,14.13
2017-11-09 07:00:00,14.02
2017-11-10 07:00:00,14.15
2017-11-13 07:00:00,14.22
2017-11-14 07:00:00,14.33
2017-11-15 07:00:00,14.57
2017-11-16 07:00:00,14.61
2017-11-17 07:00:00,14.65
2017-11-20 07:00:00,14.82
2017-11-21 07:00:00,15.06
2017-11-22 07:00:00,15.25
2017-11-23 07:00:00,15.3
2017-11-24 07:00:00,15.31
2017-11-27 07:00:00,15.3
2017-11-28 07:00:00,15.34
2017-11-29 07:00:00,15.49
2017-11-30 07:00:00,15.64
2017-12-01 07:00:00,15.73
2017-12-04 07:00:00,15.99
2017-12-05 07:00:00,15.65
2017-12-06 07:00:00,15.28
2017-12-07 07:00:00,15.42
2017-12-08 07:00:00,15.43
2017-12-11 07:00:00,15.33
2017-12-12 07:00:00,15.28
2017-12-13 07:00:00,15.13
2017-12-14 07:00:00,15.36
2017-12-15 07:00:00,15.43
2017-12-18 07:00:00,15.71
2017-12-19 07:00:00,15.74
2017-12-20 07:00:00,15.74
2017-12-21 07:00:00,15.71
2017-12-22 07:00:00,15.65
2017-12-25 07:00:00,15.73
2017-12-26 07:00:00,15.85
2017-12-27 07:00:00,15.86
2017-12-28 07:00:00,16.04
2017-12-29 07:00:00,16.18
2018-01-02 07:00:00,16.41
2018-01-03 07:00:00,16.65
2018-01-04 07:00:00,16.75
2018-01-05 07:00:00,16.71
2018-01-08 07:00:00,16.98
2018-01-09 07:00:00,17.16
2018-01-10 07:00:00,17.09
2018-01-11 07:00:00,17.35
2018-01-12 07:00:00,17.45
2018-01-15 07:00:00,17.6
2018-01-16 07:00:00,17.58
2018-01-17 07:00:00,17.25
2018-01-18 07:00:00,17.25
2018-01-19 07:00:00,17.55
