,equal,signal,vol_adjusted,mean_variance,benchmark
2016-09-23,1.3909551110447729,1.3335776096445024,1.2846330075073187,1.3212404535436852,1.0407288339272929
2016-09-30,1.3503820258134513,1.2714333661548527,1.2210280683986832,1.2267646928142473,1.0426489978275275
2016-10-07,1.361250439209614,1.2878514425087093,1.2329673046306586,1.2540335909703335,1.0300636338797489
2016-10-14,1.3578209050564536,1.2921681328487,1.2318074901085299,1.2604037861252997,1.0358941827507664
2016-10-21,1.3385274287806097,1.2712601074675538,1.212222090821742,1.2430752283958302,1.0398032174026561
2016-10-28,1.3188211686065099,1.2634149610826293,1.2006696004373243,1.246260421136922,1.0338330553888613
2016-11-04,1.350055854301688,1.2948635515409723,1.228175444366508,1.2900604875962602,1.0328204862846606
2016-11-11,1.3267316833422413,1.2733220847472233,1.2075666241558147,1.2740047716793053,1.043958746430868
2016-11-18,1.3404741745288296,1.3000675100906876,1.2283000741151686,1.307087985855913,1.0429461773266673
2016-11-25,1.3273081423796858,1.3039681731955033,1.2296567423109395,1.319104810726764,1.037979766958445
2016-12-02,1.2919743683969505,1.2549729542216035,1.1867245225996834,1.264248971501472,1.0308980336556095
2016-12-09,1.3199901678657409,1.2789855640381287,1.2069131602152618,1.2684500218075547,1.0350175063175702
2016-12-16,1.3067702340709824,1.2737163701633796,1.1985170575176576,1.2647640040171384,1.0402714022887254
2016-12-23,1.3217276370901867,1.2905709212324243,1.211091051498706,1.2741287602438138,1.036126894709886
2016-12-30,1.331505390345397,1.2860081974952924,1.2114005262517387,1.2628258834961248,1.0412460987351326
2017-01-06,1.3465904117452452,1.3028319359605876,1.2253628559356828,1.278614316617716,1.0473175045586611
2017-01-13,1.3415966741282355,1.2984421041458576,1.2206949701001704,1.2702813959848789,1.0453092255470435
2017-01-20,1.3492141518278238,1.303114242141041,1.2268094934851845,1.2748037506820427,1.0473311002579662
2017-01-27,1.3652003392208505,1.3144704731346672,1.2382196634624365,1.2833606989709438,1.0513554272522332
2017-02-03,1.3986458663491852,1.3510149956880524,1.2697245959995114,1.3206749194924823,1.0603499128465963
2017-02-10,1.4128377673455994,1.3569449623083585,1.2758654023517353,1.3265523599665618,1.0633228565274746
2017-02-17,1.4069781790587788,1.3450144814874927,1.266127636754694,1.315917825980326,1.0623473309710274
2017-02-24,1.4013375816522768,1.335236473711787,1.257075804585594,1.302761380628388,1.0633255513494537
2017-03-03,1.458675508881615,1.4099254274444801,1.3269222292069145,1.3976964374801533,1.0603498268587368
2017-03-10,1.4597805253477463,1.4123599750643414,1.3314117712504905,1.4008747514277062,1.0632870839968496
2017-03-17,1.4625411491365872,1.4020133452179298,1.3201003105338924,1.3872685970631953,1.0681870244760978
2017-03-24,1.4623734912238708,1.403404196931842,1.3235613103937502,1.3933658339436836,1.0815632483961921
2017-03-31,1.4813582005833406,1.4133281725945745,1.3253259074506691,1.410628915906211,1.07965235926475
2017-04-07,1.429527797059679,1.3631752317136228,1.2868364114383841,1.3586896430871103,1.0729995718397032
2017-04-14,1.416054266949099,1.3435567403309963,1.2695318068868833,1.3371620245020124,1.0540754171335358
2017-04-21,1.4662673508015167,1.3987762914641493,1.3228208922546945,1.4013418157755049,1.0531206386759873
2017-04-28,1.489043974070964,1.426545826657395,1.34711086187242,1.4353007569622889,1.0531206386759873
2017-05-05,1.5159187762240076,1.461406668734544,1.3829710567022306,1.4801665343255397,1.054999533660244
2017-05-12,1.5730628106802949,1.5167268541484447,1.437989257392622,1.528159245106342,1.0531355768869928
2017-05-19,1.6500387241650032,1.5761742313143423,1.5052374448789823,1.5751969842264937,1.0586783957127137
2017-05-26,1.6227631965102591,1.5457155626967947,1.474196416980674,1.540878142231899,1.0650123690203965
2017-06-02,1.6924751208060587,1.6462380876358589,1.5658784010735682,1.6532566771024504,1.0641090506412445
2017-06-09,1.7075559417230637,1.6703494414961995,1.591066163280156,1.682823207007642,1.0720633541759383
2017-06-16,1.7437600742460133,1.694040246620697,1.6153790790643718,1.6944218106318516,1.0755611138959251
2017-06-23,1.7465109280852313,1.6822740425584028,1.610759825306609,1.6846594589888952,1.0686498778226985
2017-06-30,1.7192450942708886,1.640902782061109,1.5741070757390867,1.6365154073599388,1.074639108523066
2017-07-07,1.7104038581649301,1.6349329421085672,1.5685413414229852,1.6323058585812897,1.0703915231138839
2017-07-14,1.687590500770671,1.608385588661612,1.5427738248172838,1.6016204024500116,1.0729728531535476
2017-07-21,1.7288187956096555,1.6507367037510723,1.587447997650717,1.6641663659482728,1.066770697933007
2017-07-28,1.733359929604959,1.6437845460876752,1.581722888089247,1.6542459750848089,1.0781941073836898
2017-08-04,1.6470171072115252,1.5181830104873728,1.4611277776409721,1.5155880363273795,1.079938758042887
2017-08-11,1.6319445949726539,1.5055565705749192,1.4469392419952805,1.4971362457422668,1.0790535623395732
2017-08-18,1.634132892525372,1.5171809023796718,1.4573606980757678,1.518493090084465,1.0790535623395732
2017-08-25,1.6931747672299478,1.5436785064046474,1.4835419878800569,1.5310052639650518,1.0764195829359777
2017-09-01,1.6608408877466205,1.5160858113032174,1.4618475267019586,1.5027793382921915,1.0815332151589512
2017-09-08,1.6854202651143815,1.5426730448770982,1.4906220241001489,1.5345004900033268,1.0798459558529312
2017-09-15,1.6607514141100406,1.5285154494928803,1.480364114266059,1.5276108381180828,1.078189750399169
2017-09-22,1.6577380290355086,1.5288151221057267,1.4838997738936541,1.541487331622685,1.0773578138633673
2017-09-29,1.6650597350679903,1.5417512248322989,1.4927215012467003,1.5542900670794122,1.0724082373831374
2017-10-06,1.7149082329274157,1.5829436585583472,1.536620020271183,1.5979757363523608,1.0756802686184788
2017-10-13,1.6922299114547212,1.5575789259767459,1.5155316304954243,1.5729643071405381,1.0772857615567153
2017-10-20,1.711282434817266,1.5778702394205657,1.5336468572692286,1.5957649731929573,1.0708923742477734
2017-10-27,1.6862773737323868,1.5547439755329857,1.5171730461302406,1.583191949506819,1.0867339774171194
2017-11-03,1.7307588880525766,1.5961213021597511,1.5586073563876575,1.628242261375163,1.0867339774171194
2017-11-10,1.771277297193876,1.6371315605591592,1.60584921401625,1.679025727140079,1.0968106833418148
2017-11-17,1.8683508309377848,1.7238089507979004,1.6880530060327832,1.7635162667417856,1.099813587334537
2017-11-24,1.9179533825601194,1.76032593849519,1.7260740393435072,1.7982002638774057,1.1005324197445594
2017-12-01,1.8836360449336231,1.7258889981610332,1.6928495980772829,1.7684942267328412,1.1068654068147006
2017-12-08,1.8887509900056765,1.7240657923712404,1.6954603264999364,1.7588154025926168,1.10758321836257
2017-12-15,1.9013323033615925,1.7347740038460546,1.716830171630441,1.7976168130737111,1.1126307981337538
2017-12-22,1.9551937299164284,1.783787078485269,1.768655093792704,1.846367912633401,1.108381412526623
2017-12-29,2.0220045798972768,1.8565246168981453,1.834863984083601,1.92885917034597,1.1180555645062817
2018-01-05,2.087197581502786,1.9510728472678749,1.922863983709618,2.0248704524293175,1.115385581068655
2018-01-12,2.121864733689062,1.9664664722571819,1.9526839577533879,2.030954494325147,1.1218143164062264
2018-01-19,2.322896169852187,2.1382007048310236,2.1258440018324682,2.193456474866105,1.1413241306045958
2018-01-26,2.3098979651187475,2.115226144402039,2.110620912413829,2.1782801488802552,1.1197315119174818
2018-02-02,2.113463213804457,1.9504268457566072,1.9474595814768108,2.017347920997341,1.1260221383889282
2018-02-09,2.1767819654473457,2.0061999133623067,2.004045906940227,2.0770349182964627,1.1057334512107495
2018-02-16,2.214598988998697,2.0323885080110298,2.028022470295294,2.0956361783949045,1.1271976887930757
2018-02-23,2.252511959959128,2.061778836858895,2.0577831222695027,2.1224802728331715,1.156265824034158
2018-03-02,2.252261658280218,2.07086701422043,2.067615918781381,2.151504796781168,1.1619993735748233
2018-03-09,2.3151580721219918,2.11447338715964,2.103278056252791,2.151859159182668,1.1664932938041181
2018-03-16,2.331337837813844,2.1384823501671835,2.1270819969782835,2.20282951372616,1.1722584995395584
2018-03-23,2.382309579964698,2.1924369466003144,2.1848049954798303,2.308102921876362,1.1592402930401768
2018-03-30,2.4413225730553245,2.2490403291446404,2.243915745765883,2.3851358783635908,1.1672776924052553
2018-04-06,2.3370371977317483,2.157549289065284,2.1517057349371522,2.288135621875648,1.155118549776034
2018-04-13,2.265429618488987,2.086279342523531,2.0764742274350794,2.182085704991158,1.1477139436877262
2018-04-20,2.0747287919007618,1.9405171873265534,1.9354510264480393,2.1192406355364333,1.1224894614088752
2018-04-27,2.0115916977469146,1.875540649757154,1.8728837167315597,2.047500501236934,1.115767967627984
2018-05-04,2.073666884024464,1.9319995445402773,1.9256946728479558,2.0892326206146064,1.117797866902019
2018-05-11,2.0574248841730713,1.922656763478281,1.9153913873130626,2.0757923786233676,1.1046473037619953
2018-05-18,1.9340468865008484,1.8038380508765017,1.7966406598836846,1.940752919989541,1.1079645629324517
2018-05-25,1.968192199738076,1.8363761702462664,1.8330523322578676,1.9885811315118862,1.0937598890487026
2018-06-01,2.0035827909388932,1.8697427605690833,1.8667878767254724,2.024482275973844,1.1103739633127334
2018-06-08,1.9700926859621213,1.8375740116135488,1.8363944201485023,1.9919998325959634,1.109052089546885
2018-06-15,1.941224881444098,1.817947924054649,1.815934441307648,1.9688894667871497,1.1246916959598698
2018-06-22,1.9196302500389015,1.80683625125845,1.8047578725395066,1.9678642569970448,1.1557725076091465
2018-06-29,1.8789209725059606,1.77469392198603,1.7737315849022932,1.943948100392019,1.1856181501555416
2018-07-06,1.8753961302978905,1.7641849296658305,1.7629706580070963,1.9248550461787548,1.216646724333166
2018-07-13,1.9170405063060687,1.7863549625977317,1.7845673010637448,1.9339972050804477,1.2451553312437982
2018-07-20,1.9163603651497034,1.7948960696418312,1.7936108836519389,1.953121912006042,1.254851544076326
2018-07-27,1.9382470196935693,1.8218541979911689,1.8208331132063034,1.9884410460185886,1.2715717511925995
2018-08-03,1.9578737900057863,1.7940118873609205,1.7956886608733764,1.952151745164829,1.2781773187312624
2018-08-10,1.9563644479162476,1.7762222091657311,1.7763149187165808,1.9218832507326549,1.2781773187312624
2018-08-17,1.975701390339412,1.7931489781379042,1.7906646417753331,1.9359325439511665,1.2888630455116523
2018-08-24,1.979660571458476,1.789839660887571,1.7865841319643743,1.9192469360764333,1.2880483406788383
2018-08-31,1.943319946936151,1.747599087906634,1.7451199950615544,1.858252309938961,1.285630227398465
2018-09-07,1.9763983608981177,1.7842204374154493,1.7804479658424892,1.920912632761625,1.2989874245662412
2018-09-14,1.9838314259083836,1.7733654999401083,1.774558968323495,1.9060720788606336,1.3312347253670582
2018-09-21,2.01370673199119,1.8018392855319405,1.8005001119203519,1.9416462594899266,1.3512532926658107
2018-09-28,2.0010981477809207,1.7789122688378325,1.7803329529582859,1.9089041414402914,1.3578892818256185
2018-10-05,1.938475886480839,1.7436592920132346,1.7456800831588015,1.9023777718761523,1.3429033792671508
2018-10-12,1.9287573803417535,1.735201625961295,1.7372388912388785,1.8899463671351793,1.3819051935825002
2018-10-19,1.8899867430308606,1.6834699547340533,1.6799813329574684,1.814413091107549,1.374763564675097
2018-10-26,1.911045873789416,1.7066662835121393,1.7042734821467116,1.8450333203799458,1.3672306136357817
2018-11-02,1.9012614872141762,1.70318890299539,1.699669112222163,1.8465146462759638,1.4094580519429953
2018-11-09,1.9029131165083593,1.7010835802474034,1.6988715706788107,1.839048551718381,1.385729801910285
2018-11-16,1.9162083821824165,1.7055795740314066,1.7032669502138362,1.8392214451602944,1.4092001725848418
2018-11-23,1.927541451059334,1.7099495768131585,1.709300391631084,1.8355055994435197,1.3892182660188177
2018-11-30,1.9433140685393362,1.707953931242475,1.707536892176225,1.8277635500402716,1.3835786790119755
2018-12-07,1.9467533276280364,1.7141755714135056,1.7138171188550577,1.836631269816764,1.398200382356884
2018-12-14,1.8996670774842184,1.6807774528925403,1.682274145533708,1.804903622591987,1.3882455576281296
2018-12-21,1.897359199721083,1.6994716822085103,1.7029611609372661,1.8330948895440635,1.385379255719744
2018-12-28,1.8608858705569562,1.661682862740632,1.6633669820858237,1.791182695374584,1.3844118121054148
2019-01-04,1.865838535509277,1.6587804536071047,1.6605001662114725,1.7879308199348753,1.3834179773515702
2019-01-11,1.8464212819492807,1.655682903852384,1.6636957222068747,1.7991583207281208,1.380495263314912
2019-01-18,1.845253490589917,1.6474712524118627,1.6491668438849936,1.7862648721495864,1.3814785220494668
2019-01-25,1.858522502121099,1.6539222444876656,1.6669712661353122,1.788108783377279,1.3747018229223846
2019-02-01,1.858522502121099,1.6539222444876656,1.6669712661353122,1.788108783377279,1.3689176637796536
2019-02-08,1.858522502121099,1.6539222444876656,1.6669712661353122,1.788108783377279,
2019-02-22,1.830259973686045,1.6450777588064616,1.6604657122943456,1.7934500268360147,1.38411237780251
2019-03-01,1.8231977140613276,1.640409000640496,1.6551344414945306,1.7940790563457567,1.4025672095065431
2019-03-08,1.843015062159269,1.6531117715789312,1.6701087421776186,1.8039740731059073,1.386173566798025
2019-03-15,1.809429265393511,1.6361885435115204,1.6526153228633975,1.7964092209754534,1.3745325743119952
2019-03-22,1.7873419899899743,1.6206657977900727,1.637007685008462,1.786923977829955,1.4009134112776127
2019-03-29,1.7863947934806894,1.6174414763661948,1.632199462591175,1.7812274324833555,1.3830374174466695
2019-04-05,1.767295728075572,1.6004933209905015,1.615282971196728,1.761526418084248,1.3858127433679674
2019-04-12,1.729952106689417,1.5657479094286695,1.5848827299872148,1.7264257071809026,1.3858127433679674
2019-04-19,1.7529912541112602,1.592536518593903,1.6067262722553572,1.7496296469410426,1.3896068918782152
2019-04-26,1.759814424133599,1.5974071683279303,1.6121939260127027,1.7612150517057708,1.3981553963395301
2019-05-03,1.7416418685452417,1.5730686318117795,1.591042369213793,1.7502915286564835,1.4152524052621602
2019-05-10,1.771966576987438,1.588014302740498,1.6070898748600948,1.7433465960023773,1.4152524052621602
2019-05-17,1.7550783447584575,1.5796722949945332,1.6014027432765876,1.7513078678485694,1.4104775995763903
2019-05-24,1.729528760492298,1.563181399064319,1.585618115189627,1.7342870308197815,1.4057253165589496
2019-05-31,1.738753318908274,1.572356290064602,1.5948984081537527,1.7625266674339606,1.3838500240820513
2019-06-07,1.7169811307384708,1.5477232776493686,1.5796669047895946,1.7443391957267846,1.4004055838353198
2019-06-14,1.7247997317423616,1.547946950468223,1.585776468379587,1.7463226256200404,1.4199916759169326
2019-06-21,1.7229848368582035,1.5578348173409617,1.5913357179762884,1.762591497784659,1.4209777812474305
2019-06-28,1.7578381184776863,1.5782601733964674,1.6179365837446966,1.7695864794157032,1.4199785001073129
2019-07-05,1.7612401239913151,1.5817320966046662,1.6235170295095496,1.7726549262483473,1.4209517547338428
2019-07-12,1.804298865226374,1.6247875535283134,1.6725863463319641,1.8276642925389166,1.416085481601193
2019-07-19,1.8088126373781552,1.623931934275419,1.67653368577974,1.8224500511589772,1.4239037589323245
2019-07-26,1.7932847830240495,1.6135584995903725,1.6711711732058272,1.827738579727098,1.4200527683740223
2019-08-02,1.7858864666473038,1.6198304759720377,1.6861508382289527,1.8403084983421676,1.4181180915778724
2019-08-09,1.8031594068204342,1.631511705404103,1.701769144264537,1.8564945688968493,1.423986166439574
2019-08-23,1.7927826032287417,1.6157872900955543,1.683585202310949,1.8271149742511084,1.4356089660195228
2019-08-30,1.7703848106389055,1.6017338929661349,1.6688962671241416,1.81426310117067,1.4502282019260353
2019-09-06,1.836409597822717,1.6747015932840188,1.7448381862978612,1.9032317839568929,1.4521972829877134
2019-09-13,1.8627821728661782,1.7013930458869675,1.7715460702419878,1.9336097346752201,1.4610222495960117
2019-09-20,1.873827029320708,1.7133135137005782,1.7842416361039715,1.9531619863009666,1.4658250840785756
2019-09-27,1.8497141358858749,1.6783122869636349,1.7490518965069946,1.8990499320015473,1.4851122562375045
2019-10-04,1.853198035219589,1.6834330963622408,1.7539844151434927,1.8948867555274622,1.4677538012944689
2019-10-11,1.8494766273045826,1.6787148890575192,1.7492545192247613,1.8854331916853577,1.4744998791730384
2019-10-18,1.8787052098586938,1.7180803335186638,1.7909718645640054,1.9407671893570697,1.4754642348821119
2019-10-25,1.8866386319777098,1.7136752853816244,1.786014474057781,1.923513559176966,1.480270307308438
2019-11-01,1.9162298121159473,1.7338621393176878,1.8062846315855525,1.9293589521623808,1.4918198805774243
2019-11-08,1.8831253541779396,1.695207714984051,1.7673862546271497,1.874425194934147,1.4889747059800105
2019-11-15,1.8168761009336813,1.627313866689757,1.6976173001362098,1.7893825807878523,1.4870472306324636
2019-11-22,1.8080495319428416,1.6204689086996062,1.6928819123891259,1.784300177296171,1.4741594879669822
2019-11-29,1.8017578400583787,1.6088048400407111,1.6797103252587313,1.7685889865224291,1.475159596167774
2019-12-06,1.8246336189732573,1.6467731925777807,1.719602134917076,1.8300560495280158,1.478182464192708
2019-12-13,1.8003709726081623,1.6302635478713352,1.7034293032166126,1.8236600275845072,1.4852070923321168
2019-12-20,1.8372556435667162,1.6753867469399555,1.749098002364071,1.8770759589307389,1.491438730481762
2019-12-27,1.857342460243886,1.6918723932337323,1.766811147187313,1.893468675405365,1.502753093264727
2020-01-03,1.8671033978403684,1.7303301791034653,1.8050839474564102,1.9637408506434355,1.4946191117044307
2020-01-10,1.9041909535837196,1.7733354798282752,1.8488361310285095,2.0141096044087123,1.5069036523485768
2020-01-17,1.931308045191334,1.80090406192966,1.8720854205908888,2.0382523294148034,1.5129921519540257
2020-01-24,1.8713198883465314,1.7424159790842029,1.811518666365296,1.96668407981679,1.4459608540826447
2020-01-31,1.887117681353674,1.7584772492504823,1.82712926701721,1.9735521430236238,1.4013935674842073
2020-02-07,1.9022942747191987,1.7661964937712662,1.842369930724812,1.990906272495913,1.4062764719005285
2020-02-14,1.8999646870255313,1.766602918333144,1.843891514866755,2.0046958388594036,1.3823276219022227
2020-02-21,1.8532727330149577,1.7179917364724484,1.7928241981289414,1.9370944671290393,1.3852074711145188
2020-02-28,1.8596718884342152,1.7150873946642506,1.7914745371719636,1.9267551293843543,1.3597008179636851
2020-03-06,1.622496889191724,1.4703641437991126,1.5399751719175132,1.6427759697379203,1.3460550749877056
2020-03-13,1.5835531394290165,1.4300313921886478,1.4973794145604256,1.600399831702265,1.3688695677841074
2020-03-20,1.5498405411922553,1.3922710662630287,1.459635907490765,1.5610358196645537,1.3799187391832615
2020-03-27,1.549797658676864,1.38129179693248,1.4498704707641172,1.544245201752943,1.3760498081388226
2020-04-03,1.567331776962405,1.3920835292335008,1.4576255335692114,1.5506310676584258,1.4197970563744498
2020-04-10,1.5905378329409725,1.405652231499821,1.4699370276172998,1.5593033018072349,1.3979166222864874
2020-04-17,1.5810565860330381,1.397772467868168,1.4639066706786898,1.551173556015885,1.4330107634317548
2020-04-24,1.5780405895743463,1.394297538981453,1.4601326284258882,1.544769594361192,1.445002485301477
2020-05-01,1.6137031361181209,1.4407005188261741,1.5024538082502048,1.5938629931389028,1.4522638043230927
2020-05-08,1.6290126310008137,1.4512467125415793,1.5065731325374214,1.6024888074706773,1.4934210781298198
2020-05-15,1.662826056443923,1.5153249231500001,1.5666959443137844,1.672966905129288,1.4911146363103145
2020-05-22,1.6749030743608477,1.512839400140935,1.5624672090975051,1.648752971253712,1.4606393006776952
2020-05-29,1.706300554478347,1.5351184763661603,1.5874190279347216,1.6793962754661682,1.4649896783416647
2020-06-05,1.6840713172500015,1.473546423391386,1.5281675571076372,1.6113988822546355,1.4703363559998461
2020-06-12,1.6771233834215706,1.466013880079038,1.5219230547698661,1.6094313145085346,1.4595646610840964
2020-06-19,1.6691864089484707,1.4474676523818948,1.5010976546379389,1.5814147900025783,1.4759642640176256
2020-06-26,1.687841582554181,1.4526103659247822,1.5034601425694778,1.5702479861060226,1.4770706840056447
2020-07-03,1.7090712029536392,1.47663622783504,1.523831980222236,1.5930082766842908,1.4893982845550087
2020-07-10,1.7171225685683917,1.4805881671309993,1.5183463027951376,1.588371166239288,1.488311132522487
2020-07-17,1.6510677771717552,1.4408722967008143,1.4998852407770171,1.5632889520691235,1.488311132522487
2020-07-24,1.6031663299715848,1.4188077348367591,1.5002788435078236,1.5604775328610019,1.456931078523519
2020-07-31,1.639765098868831,1.4376058104614176,1.5084836153751295,1.5690489294982803,1.4499153590442724
2020-08-07,1.644072201156724,1.4325480221764046,1.5003117814597728,1.557818271950835,1.4240240133470532
2020-08-14,1.6452893898940135,1.43338550107405,1.5002681750459022,1.5578667560953183,1.4218858391528384
2020-08-21,1.6765391383778518,1.4454804456884676,1.512645837168599,1.5672380777261956,1.4283245674810778
2020-08-28,1.7025555589191386,1.4671322999684095,1.5274823340397599,1.5849627635309116,1.4387123825173038
2020-09-04,1.685416625182406,1.4570616872354396,1.5210008555542809,1.5709084742054227,1.4356556281635136
2020-09-11,1.7202800509804081,1.5060851636008514,1.5680810328489259,1.6288605629603934,1.4398079220989104
2020-09-18,1.733755009886852,1.5180592748284125,1.5805287380515574,1.6405858186636468,1.4603766067003234
2020-09-25,1.7427563040864806,1.5612926421772089,1.6284443470442722,1.692386430683129,1.4603766067003234
2020-10-02,1.7688034651752966,1.6145985776462832,1.6829644671322184,1.7736246869452943,1.4553581303886385
2020-10-09,1.802535558566275,1.6368163112007912,1.706026655513032,1.8050704534677267,1.458348592300396
2020-10-16,1.8399512311498583,1.7152293647929306,1.7864752149610719,1.9029916103521136,1.4612517414556057
2020-10-23,1.7499081160839858,1.6359810309447822,1.7049385222776678,1.8321911239664286,1.4773302395816543
2020-10-30,1.766064836161705,1.6537839709181852,1.7225406666172105,1.8444544575529447,1.4883178208091044
2020-11-06,1.81600046716567,1.7008722227807027,1.7737040007796872,1.9054703008395213,1.4883178208091044
2020-11-13,1.836742937622612,1.7370021599903431,1.8183391586614086,1.9735829349280254,1.5163263975796843
2020-11-20,1.8844262491468438,1.7795404774481836,1.868481158230354,2.0213037923400257,1.5287867282804022
2020-11-27,1.9269234778896212,1.813542159606624,1.8967580168865017,2.0496469658097896,1.532561510325539
2020-12-04,1.9896323553102708,1.8703175964916234,1.9574040965080437,2.0883119295380816,1.5279592235077448
2020-12-11,2.0685746155826745,1.9166413704168317,1.9995539877799395,2.1055459200220574,1.546236247712383
2020-12-18,2.1105046321369936,1.997589420114575,2.0805387130320074,2.190818894522352,1.5905436021789952
2020-12-25,2.1528350611697693,2.0626703375000663,2.137127420156428,2.281361243366045,1.617810063930635
2021-01-01,2.303591306781395,2.1432530217438965,2.2291937172981813,2.3249666754908125,1.642446765411812
2021-01-08,2.3932096954080992,2.2688739792546473,2.3537253904332434,2.492846342170389,1.6632153230355649
2021-01-15,2.3228388166204796,2.1913674979601705,2.278685141359568,2.4132080417934083,1.681903135653942
2021-01-22,2.208927535279582,2.098544928232274,2.184443308947615,2.3370672849069596,1.689746207270981
2021-01-29,2.282755773302185,2.1606483876791667,2.249757692044865,2.4011092184886746,1.732311577459998
2021-02-05,2.2858760895543857,2.1670222049695957,2.256555918926203,2.4145017837039706,1.800680141050419
2021-02-12,2.317908412637986,2.1943791203982337,2.284968022962261,2.4433739314870246,1.8859194376681903
2021-02-19,2.310600748738782,2.1870915906729635,2.277728135364867,2.4303722650955146,1.8945091517061525
2021-02-26,2.3158004295829135,2.1898628784686798,2.27880791718281,2.426611945609489,1.8925877428301832
2021-03-05,2.348956933867781,2.225171187855153,2.3167517083025264,2.476232485898253,1.8586906489287467
2021-03-12,2.3748078010848426,2.2471441660143756,2.341591474826222,2.5010841495215095,1.8512558863330322
2021-03-19,2.287924711053007,2.161249361463127,2.2591063694873315,2.4173224298995852,1.8439531017715605
2021-03-26,2.454208857060002,2.3149621201256654,2.413981710395462,2.5641465564185544,1.8486570637658755
2021-04-02,2.4983952029009027,2.362788679987834,2.47024400646183,2.6207007639710325,1.8701948159650892
2021-04-09,2.5187338188476205,2.396200326047991,2.514504008304732,2.7201472116162364,1.8791431165199464
2021-04-16,2.55132881940996,2.443406009423368,2.578646151160231,2.8007843353579744,1.8713097269652084
2021-04-23,2.601315149915914,2.505473848285577,2.633630484428162,2.9052683789438136,1.8980550480974911
2021-04-30,2.6526406186833227,2.550034324754929,2.676898991950772,2.9467631026623735,1.9305229338023489
2021-05-07,2.727789146198502,2.6141377512658157,2.7365554727429577,3.0090268385280288,1.9305229338023489
2021-05-14,2.835647196907904,2.7024610017101445,2.8328781367317695,3.090861417545882,1.9305229338023489
2021-05-21,2.935747118454861,2.77349341958426,2.907098026302326,3.1363092693980925,1.9386548753937658
2021-05-28,2.9983237088479915,2.8280498412700394,2.964486963893414,3.1950205019985987,1.9482048994104841
2021-06-04,2.98204172423286,2.822820673601291,2.9633738492216026,3.2178396591841514,1.9466623777165724
2021-06-11,2.9686567751376374,2.807744074723018,2.9556593666648143,3.2224759909127916,1.9848010691983664
2021-06-18,3.030188495546314,2.8821042954045804,3.0262880241620382,3.338268346726963,1.9952178693193103
2021-06-25,3.1326882110904584,2.9662135362700184,3.105301459752699,3.3759216831538903,2.024064392731156
2021-07-02,2.9767568047408255,2.7977947087245174,2.9554972775414523,3.1864791739998126,2.048300003459107
2021-07-09,2.908971326794704,2.739848610837509,2.889631434341554,3.119396773161785,2.0636824936036615
2021-07-16,2.8713893895470535,2.69860787837156,2.852264980153812,3.0793348934763665,2.0849575708573074
2021-07-23,2.923287688770111,2.7409765880372765,2.8987851664867303,3.1230447699373367,2.0693203890758776
2021-07-30,2.947487891343252,2.764840692416526,2.9229197724544975,3.151395333125994,2.1166437243769893
