date,signal_spread,top_avg_score,rolling_ic_12w,ic_positive_pct,market_trend_4w,vol_regime,market_drawdown,cs_dispersion,vol_trend,bear_dummy,mom_portfolio_vol,bear_x_highvol
2015-05-01,,,,0.0,0.0219806763285023,1.0,0.0,,-0.1065026385323722,0.0,,0.0
2015-05-08,,,,0.0,0.0219806763285023,1.0,0.0,,-0.11959675584382773,0.0,,0.0
2015-05-15,,,,0.0,-0.00024154589371969994,0.0,-0.011111111111110948,,-0.10870847412865678,0.0,,0.0
2015-05-22,,,,0.0,-0.0335830212234707,1.0,-0.033333333333333263,,0.0997623409449686,0.0,,0.0
2015-05-29,,,,0.0,0.0005078878674381962,1.0,-0.00037878787878792806,,0.5779110516254579,0.0,,0.0
2015-06-05,,,,0.0,0.0005078878674381962,1.0,-0.00037878787878792806,,1.306008813993445,0.0,,0.0
2015-06-12,,,,0.0,0.022730110089660197,1.0,0.0,,1.2411194838494506,0.0,,0.0
2015-06-19,,,,0.0,0.045202020202019896,1.0,0.0,,0.7437972125332669,0.0,,0.0
2015-06-26,,,,0.0,0.021980676328502296,0.0,0.0,,0.17146940723726717,0.0,,0.0
2015-07-03,,,,0.0,0.0326189742008427,0.0,0.0,,-0.21404206049833,0.0,,0.0
2015-07-10,,,,0.0,0.03181714144024729,0.0,0.0,,-0.20430652422023193,0.0,,0.0
2015-07-17,,,,0.0,0.04181714144024729,1.0,0.0,,-0.21017209079141583,0.0,,0.0
2015-07-24,,,,0.0,0.030947576222855995,0.0,0.0,,-0.20800947821207155,0.0,,0.0
2015-07-31,,,,0.0,0.020309278350515596,0.0,0.0,,-0.2031301544749757,0.0,,0.0
2015-08-07,,,,0.0,0.009999999999999995,0.0,0.0,,-0.19825904433008956,0.0,,0.0
2015-08-14,,,,0.0,0.0,0.0,0.0,,-0.19302838032765476,0.0,,0.0
2015-08-21,,,,0.0,0.0,1.0,0.0,,-0.18761436898816236,0.0,,0.0
2015-08-28,,,,0.0,-0.021052631578947302,1.0,-0.021052631578947302,,-0.19815711531150587,0.0,,0.0
2015-09-04,,,,0.0,0.04346349745331069,2.0,0.0,,0.16953065349009322,0.0,,0.0
2015-09-11,,,,0.0,0.04346349745331069,2.0,0.0,,1.691409946311755,0.0,,0.0
2015-09-18,,,,0.0,0.03271080928126759,2.0,-0.010752688172043124,,1.674117474414475,0.0,,0.0
2015-09-25,,,,0.0,0.06463300607760619,2.0,0.0,,1.751209864449008,0.0,,0.0
2015-10-02,,,,0.0,0.0001168770453482005,2.0,0.0,,0.8556185091310151,0.0,,0.0
2015-10-09,,,,0.0,0.0001168770453482005,2.0,0.0,,-0.20351348544274178,0.0,,0.0
2015-10-16,,,,0.0,0.0108695652173913,2.0,0.0,0.049379782579608046,-0.2065023807351567,0.0,,0.0
2015-10-23,,,,0.0,0.0105263157894737,1.0,0.0,0.01702599120595743,-0.23528384073746003,0.0,,0.0
2015-10-30,,,,0.0,0.0208355941399893,1.0,0.0,0.035642501317524417,-0.2307455357481537,0.0,,0.0
2015-11-06,,,,0.0,0.0208355941399893,0.0,0.0,0.04017643133210581,-0.228337803158984,0.0,,0.0
2015-11-13,,,,0.0,0.0208355941399893,0.0,0.0,0.03324052940395819,-0.22502616797389538,0.0,,0.0
2015-11-20,,,,0.0,0.0206185567010312,0.0,0.0,0.029729462792971836,-0.22221412251714392,0.0,,0.0
2015-11-27,,,,0.0,0.0103092783505156,0.0,0.0,0.036149044224804715,-0.21889268001571494,0.0,,0.0
2015-12-04,,,,0.0,-0.020618556701030598,1.0,-0.03092783505154621,0.02827022878463884,-0.21732755652516414,0.0,,0.0
2015-12-11,,,,0.0,-0.0312568545733709,1.0,-0.04123711340206155,0.03377166703250865,0.15338229978717385,0.0,,0.0
2015-12-18,,,,0.0,-0.0523188210959296,0.0,-0.05154639175257708,0.028853127667995675,0.17483246981009445,0.0,,0.0
2015-12-25,,,,0.0,-0.0523188210959296,1.0,-0.05154639175257708,0.030701203351615546,0.18326048775776957,0.0,,0.0
2016-01-01,,,,0.0,-0.0105214208269921,0.0,-0.04123711340206155,0.031816849468968865,0.17438479692521755,0.0,,0.0
2016-01-08,,,,0.0,0.0001168770453482005,1.0,-0.04123711340206155,0.03002655773639974,-0.16076861060920822,0.0,,0.0
2016-01-15,,,,0.0,-0.010635811126694799,1.0,-0.061855670103092605,0.03371245639061835,-0.18199983360037206,0.0,,0.0
2016-01-22,,,,0.0,-0.021624822115705697,1.0,-0.07216494845360795,0.033693740590019956,-0.06604179045118568,0.0,,0.0
2016-01-29,,,,0.0,-0.032494387333096994,2.0,-0.07216494845360795,0.04423432219392853,-0.050143727321481306,0.0,,0.0
2016-02-05,,,,0.0,-0.043605498444207996,2.0,-0.0824742268041233,0.04903900472377199,-0.09885522135090898,0.0,,0.0
2016-02-12,,,,0.0,-0.010864167043942101,2.0,-0.07216494845360777,0.029479911563543192,-0.07825119404199536,0.0,,0.0
2016-02-19,,,,0.0,,,,,,0.0,,0.0
2016-02-26,,,,0.0,,1.0,-0.07216494845360777,,-0.11548611201987033,0.0,,0.0
2016-03-04,,,,0.0,,0.0,-0.07216494845360777,0.03705388069950999,-0.12983292954891326,0.0,,0.0
2016-03-11,,,,0.0,,0.0,-0.08214166943797763,0.03228544435472671,-0.13414097467250397,0.0,,0.0
2016-03-18,,,,0.0,0.0001168770453482005,0.0,-0.07216494845360777,0.03388025719903159,-0.11615521905448448,0.0,,0.0
2016-03-25,,,,0.0,0.0001168770453482005,1.0,-0.07216494845360777,0.029177595858912626,-0.118038824119658,0.0,,0.0
2016-04-01,,,,0.0,0.0001168770453482005,0.0,-0.07216494845360777,0.030147260332407617,-0.12004108566787243,0.0,,0.0
2016-04-08,,,,0.0,0.0108695652173913,0.0,-0.07216494845360777,0.02791953729552351,-0.1217589255230391,0.0,,0.0
2016-04-15,0.7997502347407222,1.2621805450151258,,0.0,0.0108695652173913,1.0,-0.06207978484984262,0.03730661519344433,-0.15841882856778952,0.0,,0.0
2016-04-22,0.8404187117058751,1.1340404973371554,,0.0,0.0108695652173913,0.0,-0.06207978484984262,0.027869052627376004,-0.15991809942076066,0.0,,0.0
2016-04-29,0.7847769854040101,1.138686813290935,,0.0,0.0216222533894343,1.0,-0.051994621246077476,0.04248713652397345,-0.16041360010743558,0.0,,0.0
2016-05-06,0.8197369246615901,1.1337518034000573,,0.0,0.0322605512617747,0.0,-0.041909457642312326,0.03324247747627,-0.082849648181127,0.0,,0.0
2016-05-13,0.608552324803232,1.118222262617763,,0.0,0.0213909860443834,0.0,-0.041909457642312326,0.024642964862698874,-0.022351261078323522,0.0,,0.0
2016-05-20,0.6417352742091882,0.9984980924314485,,0.0,0.0318076527110501,0.0,-0.03192934782608629,0.04321329201597369,-0.11569379356288349,0.0,,0.0
2016-05-27,0.6360510610946539,1.110796774581688,,0.0,0.0210549645390071,0.0,-0.03192934782608629,0.025153681453098712,-0.06229593644365186,0.0,,0.0
2016-06-03,0.5000689043624563,1.1341076491008497,,0.0,0.0104166666666667,2.0,-0.03192934782608629,0.03141323949245374,-0.12951729992534813,0.0,,0.0
2016-06-10,0.5584296929503538,0.9557388012566758,,0.0,0.0206207482993196,1.0,-0.022051075865128108,0.03729481485976209,-0.1737188064563446,0.0,,0.0
2016-06-17,0.39864327786628395,0.9412922205544432,,0.08333333333333333,0.0102040816326529,0.0,-0.022051075865128108,0.038522642653375266,-0.1221524267781911,0.0,,0.0
2016-06-24,0.6174965855618751,1.0155740204253212,,0.16666666666666666,0.0001030715316429013,0.0,-0.03192934782608629,0.03600726481201725,-0.1563734469405507,0.0,,0.0
2016-07-01,0.6240659498937823,1.0902069841776163,,0.25,-0.020098948670377398,0.0,-0.05148633069828676,0.05477855226820058,0.032894896570313394,0.0,,0.0
2016-07-08,0.4818345205905026,1.081515197947186,,0.3333333333333333,-0.0101010101010102,0.0,-0.032324438389161346,0.035613144054118445,0.4671631772304857,0.0,,0.0
2016-07-15,0.46530472482647034,1.0628249659986186,,0.4166666666666667,-0.010101010101010202,1.0,-0.032324438389161346,0.03738052485080399,0.725890836128571,0.0,,0.0
2016-07-22,0.45310578306404203,1.029309513987831,,0.5,0.019417475728155095,1.0,-0.013534621658853855,0.05533609977795593,0.6946512328960187,0.0,,0.0
2016-07-29,0.7362007512358202,1.0965776507922973,0.06806235695317818,0.5833333333333334,0.020388726699406102,1.0,-0.03250510970387601,0.035963055676705186,0.5830754067947307,0.0,,0.0
2016-08-05,0.6360041558171401,1.0776909886515924,0.0703105386852476,0.5833333333333334,0.009990628066013599,1.0,-0.023019865681364746,0.03459927823680192,0.33731703018370107,0.0,,0.0
2016-08-12,0.9160582059540672,1.1276884345684823,0.09641366718329919,0.5833333333333334,-0.010009371933986301,1.0,-0.04255946836773731,0.03148811266536688,0.09150088277198547,0.0,,0.0
2016-08-19,0.7166551617368718,1.0790846928065705,0.17987843777858392,0.6666666666666666,-0.009624867464121802,1.0,-0.02360024991957361,0.036172721036203836,0.2756267010236474,0.0,,0.0
2016-08-26,,,0.24632125422140036,0.75,0.009605901766647499,1.0,-0.02360024991957361,0.05757603920896643,0.24445150901847187,0.0,,0.0
2016-09-02,0.6499073701025765,1.104236395084041,0.3066590645592107,0.8333333333333334,0.009417364813404399,0.0,-0.014211790784184955,0.030072426875815097,0.025104056653012987,0.0,,0.0
2016-09-09,0.7296733427867759,1.173928439260259,0.29953655743670354,0.8333333333333334,0.038941174337213696,0.0,-0.004823331648796302,0.034117504077980636,0.017821977003458583,0.0,0.23866295673924967,0.0
2016-09-16,0.6791141368049589,1.1391193978394683,0.2896362344049275,0.8333333333333334,0.019139194139193898,0.0,-0.004823331648796302,0.032877122930193875,-0.11451945507128176,0.0,0.23366138895719257,0.0
2016-09-23,0.8400708404380214,1.1393464271811238,,0.75,0.007797039129742297,0.0,-0.01611077968302518,0.0392069901985635,-0.21412034273897834,0.0,0.22834829040025206,0.0
2016-09-30,0.9347329968461072,1.1543248208016224,,0.75,0.012332597910584097,1.0,-0.0021878190181623754,0.04409052815290307,-0.1413604518609661,0.0,0.22326891976020696,0.0
2016-10-07,0.8369922356849944,1.1478427172761982,,0.75,0.004653806836958997,1.0,-0.00034683713443226313,0.03512931193129265,-0.09700123713923996,0.0,0.21836424548535746,0.0
2016-10-14,0.9427280867326321,1.2019032959184288,,0.6666666666666666,-0.007416759551155902,0.0,-0.01241321700189011,0.034177335533307845,-0.1123443383016288,0.0,0.22595286187472702,0.0
2016-10-21,1.002081576210045,1.121163560110944,,0.6666666666666666,0.009585772816786298,0.0,-0.006823103135862918,0.07529295849279291,-0.020423884542233064,0.0,0.22615334898441317,0.0
2016-10-28,0.7806794572097686,1.0797323905945515,,0.6666666666666666,-0.0007915856737797005,0.0,-0.0030752657892057656,0.04413042418387407,-0.09363458788718569,0.0,0.23801587226356538,0.0
2016-11-04,0.8126643389827839,1.1145639200869097,,0.6666666666666666,-0.0083782309182222,0.0,-0.008799235555009211,0.022506097036604816,-0.15402911729842994,0.0,0.23798444720261844,0.0
2016-11-11,0.820166162911457,1.0399473944389168,,0.5833333333333334,0.002712903540411699,0.0,-0.009770049232232628,0.0450699618238714,-0.12491217832177412,0.0,0.23754129745204378,0.0
2016-11-18,0.9278146409545525,1.056942096311446,,0.5,0.007836839907411398,1.0,0.0,0.026331841427914605,-0.20946621286378686,0.0,0.20515093541078636,0.0
2016-11-25,0.7437983768935338,1.0077802225191517,,0.5,0.0030933228969984975,1.0,-0.0009699321047525983,0.022170258312357458,-0.15598126567319387,0.0,0.19839466410253484,0.0
2016-12-02,0.7613404419580095,1.0028617118189063,,0.5,0.004073044929351898,0.0,-0.005727218142348913,0.03444197063477008,-0.15331591933202676,0.0,0.1976708050155223,0.0
2016-12-09,0.7427532485903418,1.0186248016530124,,0.5,-0.0017701352269371027,1.0,-0.012510755640403085,0.02994733634502627,-0.15389540041459895,0.0,0.19050467170712407,0.0
2016-12-16,0.7323207712925704,1.0498693866983542,-0.008182186086546313,0.5833333333333334,-0.008558444956423404,0.0,-0.008564744673931108,0.03860714620984933,-0.11140349864424413,0.0,0.18973553210077737,0.0
2016-12-23,1.0302755628356657,1.0849595210533969,-0.000584150370941947,0.5833333333333334,-0.002512370719691003,0.0,-0.0035320784032403635,0.07781668136532688,-0.1621193596977757,0.0,0.18961315046228536,0.0
2016-12-30,0.8130140671340782,1.0877105043320088,0.010293636716522558,0.5833333333333334,-0.0017345297028060038,0.0,-0.007502070122749257,0.026185907478975236,-0.14596167395927864,0.0,0.17521803245952472,0.0
2017-01-06,0.7768525146721034,1.1145492213487982,0.0229859980730895,0.6666666666666666,0.010028793845414597,0.0,-0.0025984242241462088,0.035110853797759585,-0.15067846102258806,0.0,0.16277970916009069,0.0
2017-01-13,0.4974290379254728,1.1532945884579024,0.012287410596588935,0.5833333333333334,0.011863693639497996,0.0,0.0,0.04785173651154074,-0.16947263724611086,0.0,0.16103680778760468,0.0
2017-01-20,0.7052749540985155,1.1433272215409318,0.0011163550011729407,0.5833333333333334,0.004870005965811696,0.0,-0.001917545541706558,0.030807088605487486,-0.15598203841465327,0.0,0.14703068055768215,0.0
2017-01-27,1.0118220926513972,1.149644354966886,0.00019887948643210196,0.5833333333333334,0.010788305687620597,0.0,0.0,0.04168582578837747,-0.1620392135951497,0.0,0.14446914720031176,0.0
2017-02-03,0.7675197239061755,1.1697498735269798,-0.03424557365240368,0.5833333333333334,0.009690053399041196,0.0,0.0,0.019901366495737753,-0.18418052091405063,0.0,0.14220676736185922,0.0
2017-02-10,0.8038288098204512,1.0794067321736618,-0.0503721380409258,0.5833333333333334,0.012414282688801594,0.0,0.0,0.03060029617679854,-0.19605853947884427,0.0,0.1423263710663062,0.0
2017-02-17,0.6651734543583543,1.1219086292196632,-0.07423538315695179,0.5,0.017135566548265094,0.0,0.0,0.02495656245349085,-0.14185489398993217,0.0,0.13162598973815187,0.0
2017-02-24,0.7753927080438812,1.1430061167689543,-0.08974655028401964,0.4166666666666667,0.014283899378815494,0.0,-0.0009174311926605763,0.03667294587888416,-0.15709861660126306,0.0,0.11531142183287085,0.0
2017-03-03,0.7688407835936706,1.0794677656991125,-0.12072162359780263,0.3333333333333333,0.011362250518019795,0.0,0.0,0.03790062638974057,-0.1342831569556356,0.0,0.11298165904948905,0.0
2017-03-10,1.0485737540029585,1.1093527464632786,-0.1356593068822601,0.25,8.609975485294671e-06,0.0,-0.0027985074626867717,0.027605413958094755,-0.14333691797222242,0.0,0.11331159434205897,0.0
2017-03-17,0.9742359454223443,1.0771463148813576,-0.1431748011846779,0.25,-2.5045239778705153e-05,0.0,-3.6176458428237165e-05,0.03953717676383488,-0.17392448022507945,0.0,0.12394161784336992,0.0
2017-03-24,0.7024659405667755,1.0356538150742607,-0.14574078358936995,0.25,0.005500680883757395,0.0,0.0,0.03277041575982681,-0.1684379070912801,0.0,0.12388778593511483,0.0
2017-03-31,0.5782144216723852,1.0331728206736772,-0.14809384164222872,0.25,0.017102231930252496,0.0,0.0,0.044616753022730514,-0.1638816389534954,0.0,0.12793704083171592,0.0
2017-04-07,0.8224834295164282,0.9678836821973777,-0.12438905180840663,0.3333333333333333,0.018133954940642395,0.0,-0.0017667844522967963,0.03818144617861005,0.13682177604197898,0.0,0.1300568552498622,0.0
2017-04-14,0.7905271232038558,1.0480518800076033,-0.11085654936461387,0.3333333333333333,0.009201900007163494,0.0,-0.007917869407256271,0.04462393179097303,0.13013938356041557,0.0,0.12110572509221113,0.0
2017-04-21,0.695974030265347,1.0839555677206274,-0.09219208211143694,0.3333333333333333,-0.013043079227062906,0.0,-0.025414908747516125,0.07287245864582553,0.31678540791790477,0.0,0.12853604319541703,0.0
2017-04-28,0.44060674837395597,0.9813878482762699,-0.04453812316715542,0.4166666666666667,-0.026471237688082707,0.0,-0.026297685098288313,0.028890012379896347,1.008229049674964,0.0,0.11142882709092955,0.0
2017-05-05,0.8132248698527581,1.0644674660560722,0.0020772238514174027,0.5,-0.024704453235785906,1.0,-0.026297685098288313,0.04350189471951096,0.47200082765341683,0.0,0.11412100393851513,0.0
2017-05-12,0.5490454933312636,1.0806119936433183,0.043438416422287386,0.5833333333333334,-0.016758360084550405,0.0,-0.02456048203869579,0.029126966954053247,0.39138434983343473,0.0,0.1193969918171304,0.0
2017-05-19,0.7867288180978376,1.1810922099492671,0.07475849577367603,0.6666666666666666,-0.0008884602334964071,0.0,-0.026283873413185672,0.032242389209343594,0.1968434691238368,0.0,0.11847748420582835,0.0
2017-05-26,0.6190433653516385,1.1435297439771424,0.10549997124949688,0.75,0.005280494762689593,0.0,-0.021159051694307728,0.04538185847822645,-0.23950044098746134,0.0,0.12242664191651444,0.0
2017-06-02,0.9057709119714962,1.1626189697481002,0.1375810404807084,0.8333333333333334,0.011263400745595493,0.0,-0.015302738328376224,0.043132629029794416,-0.19624604658354544,0.0,0.12796196911377086,0.0
2017-06-09,0.7320377714317872,1.1261473674895641,0.17004184732863759,0.8333333333333334,0.008631103004650495,1.0,-0.016137935327249286,0.03154569847366428,-0.15127128967604347,0.0,0.12594040950922733,0.0
2017-06-16,0.7782095988024604,1.121706150911075,0.1995677155938322,0.8333333333333334,0.017872970513425693,1.0,-0.00878348467770203,0.03986273699340567,-0.15466022860895265,0.0,0.1306042345909208,0.0
2017-06-23,0.8866495837625574,1.127430899272509,0.23186531205177022,0.8333333333333334,0.01587245535930879,0.0,-0.0055494993096032175,0.025861879679583193,-0.08121205470003835,0.0,0.13160480462783578,0.0
2017-06-30,0.7818030835860883,1.1265597919526986,0.2558306533202424,0.8333333333333334,0.003463846565157992,0.0,-0.011939542687533302,0.03986907731638993,-0.1257504504376248,0.0,0.1380901622275722,0.0
2017-07-07,0.8543201099555554,1.099855728133232,0.3060326256047574,0.9166666666666666,0.009916506572722993,0.0,-0.006401974071690723,0.021786277413787754,-0.0581329876595046,0.0,0.13945898088254732,0.0
2017-07-14,0.9588932625940086,1.0267522908379703,0.3249738164505972,1.0,-0.0015111456537159071,2.0,-0.010329238996308502,0.02389381345862159,-0.01933291018220354,0.0,0.13585224682867791,0.0
2017-07-21,0.6185209237479798,1.0181109472562067,0.32244608248310996,1.0,-0.002362212831634907,2.0,-0.007942573173952283,0.03180126482726321,-0.0488141833961089,0.0,0.1339848959150696,0.0
2017-07-28,0.601198389856175,1.0980588816894277,0.27285084849508656,0.9166666666666666,-0.0017168568411993065,2.0,-0.013677009167166526,0.04712150933100943,-0.0478043054679036,0.0,0.13454394485668217,0.0
2017-08-04,0.6174717403452423,1.0822798333253678,0.24171543978614843,0.9166666666666666,0.003387061548866692,2.0,-0.0031150661022351896,0.0408398966222116,-0.07828462577871165,0.0,0.13350551782260145,0.0
2017-08-11,0.7451921866337171,1.1035181873449493,0.2257049313665038,0.9166666666666666,0.008957753696173592,2.0,-0.0015019836849246807,0.032654655971342796,0.09017697671434359,0.0,0.13290477048701194,0.0
2017-08-18,0.6985205212501756,1.1047810335742647,0.2042498341761125,0.9166666666666666,0.005726506002325191,1.0,-0.0023204246819042294,0.04416647785424836,0.03204975690596712,0.0,0.15037143131758657,0.0
2017-08-25,0.7021375950552174,1.0743279744573957,0.15996272853838642,0.8333333333333334,0.011506852823134493,0.0,-0.0023204246819042294,0.025173280001278713,0.03561702439348427,0.0,0.15250240193183617,0.0
2017-09-01,0.6566181952799054,1.0224647856478077,0.10859093644882688,0.75,-0.001642558104167207,0.0,-0.004755769454853261,0.02231603777878287,-0.05794834683190239,0.0,0.15212006602157593,0.0
2017-09-08,0.6949103510369725,1.0446706345805616,0.04662198936958567,0.6666666666666666,0.0014899127427141926,0.0,-2.7768359627051997e-05,0.03180488997076512,-0.21594206994860346,0.0,0.15238754013455338,0.0
2017-09-15,0.8236104999885046,1.054345910954688,0.016937257014754174,0.6666666666666666,0.0007495224713656927,0.0,-0.0015877874417491698,0.035132725109842604,-0.17738364086921155,0.0,0.14791764583602854,0.0
2017-09-22,0.6724368322295997,0.9888288747058591,-0.009200913241063138,0.6666666666666666,-0.0007842198599226074,0.0,-0.003119094516224921,0.03156600092037271,-0.16885400904040865,0.0,0.147931980212197,0.0
2017-09-29,0.5469129077841075,0.9921006187798991,-0.02648299192020064,0.6666666666666666,0.0008851841521717929,0.0,-0.0038882927457648568,0.0326310915424092,-0.15732716857925005,0.0,0.14274813953601986,0.0
2017-10-06,0.575916889548957,1.083973587190228,-0.029220020392523235,0.6666666666666666,-0.008459590376497007,0.0,-0.0084646099307,0.029956122072274223,-0.1776518556687009,0.0,0.14189470301787582,0.0
2017-10-13,0.8251666360482068,1.1017511901935795,-0.024531125997746487,0.6666666666666666,-0.0038484219480667066,0.0,-0.0054393303271323854,0.027523753517334704,-0.1419006920740192,0.0,0.13966143828053823,0.0
2017-10-20,1.0574339236635122,1.1013990959836222,0.00723781234193293,0.75,-0.000822142303345507,0.0,-0.003954911417172866,0.03788408477878138,-0.12041870855484796,0.0,0.13427052824470895,0.0
2017-10-27,1.3299476797478962,1.1481705236187547,0.012911904471133417,0.75,-0.005985255465963907,0.0,-0.009866158233688051,0.03439091658103778,-0.12772106463135857,0.0,0.13204635944797752,0.0
2017-11-03,1.3132717988772546,1.050784077648323,0.02576960908143282,0.75,0.013401824646761294,0.0,0.0,0.03505188805014299,0.016127823995908418,0.0,0.13833873373223257,0.0
2017-11-10,0.9950032028528482,1.065566214072497,0.03842409240155081,0.75,0.010350718620826994,0.0,0.0,0.037431696423627335,0.5838748299493361,0.0,0.13430617703549044,0.0
2017-11-17,1.0562693005816697,1.127723297540363,0.0668537146411588,0.8333333333333334,0.01813064921038989,0.0,0.0,0.03535686974131835,0.5192539480443543,0.0,0.1343266977661083,0.0
2017-11-24,1.0702059216250401,1.1121999987816436,0.11145113160699682,0.9166666666666666,0.026803218098411994,0.0,0.0,0.030548606969030764,0.6740529504022448,0.0,0.13074748595203695,0.0
2017-12-01,1.0958063739401764,1.1433388424139974,0.15423697702442118,1.0,0.012663913461369594,0.0,0.0,0.04347229140251685,0.42978735035321985,0.0,0.12887185158355324,0.0
2017-12-08,1.198748597410261,1.0884540907077436,0.16278142140459936,1.0,0.018418389164694293,0.0,0.0,0.0373872454034486,-0.15711267833501832,0.0,0.12927699835531226,0.0
2017-12-15,1.0438574781067453,1.0680136859546356,0.1432515676642193,0.9166666666666666,0.009794429692307994,2.0,0.0,0.04184020479331825,-0.13606331627063661,0.0,0.1301805690946402,0.0
2017-12-22,0.8450051271562206,1.0528288961469507,0.12113598765390245,0.8333333333333334,0.011613870571842695,2.0,0.0,0.04323571322727726,-0.21484236770563042,0.0,0.12998632941631838,0.0
2017-12-29,1.0330943767900633,1.085296350264419,0.10591674147262088,0.75,0.007141052376030495,1.0,-0.003819223424570338,0.05047946602228774,-0.20474812274433038,0.0,0.12347856349620771,0.0
2018-01-05,0.8021668454522166,1.0265057391016688,0.10273298240285211,0.75,0.010114756223827997,1.0,0.0,0.03061695153674325,-0.11109010775597848,0.0,0.12295471625724326,0.0
2018-01-12,0.7126983474188704,1.0488214344945268,0.1316358576761628,0.75,0.007078188091726095,0.0,-0.0023880597014924254,0.034210569792120116,-0.024454839475666623,0.0,0.12216081507652746,0.0
2018-01-19,0.7634260762586336,1.0406630692233938,0.1477769988173039,0.75,0.008284585185866094,1.0,0.0,0.06502482541942546,0.029581191637092087,0.0,0.12011969121824688,0.0
2018-01-26,0.6536210221839331,1.0294159873150401,0.12623809333741667,0.6666666666666666,0.029495112958262695,1.0,0.0,0.052238551304063914,0.052572863198422755,0.0,0.12447678392888803,0.0
2018-02-02,0.6176330383038551,1.0552975351555731,0.13056478845358546,0.6666666666666666,0.001848014488221597,2.0,-0.018918918918918875,0.06824749055752383,0.40377430306462375,0.0,0.1589286518753825,0.0
2018-02-09,0.5657333994881583,1.0668312918383105,0.1484825037397218,0.6666666666666666,0.009854051717803696,2.0,-0.013407227452171365,0.029384494635892173,1.0041287662746206,0.0,0.16038613647043337,0.0
2018-02-16,0.6239328744635085,1.0882602085461346,0.14829253644449134,0.6666666666666666,-0.013927655061020804,2.0,-0.031183673804384242,0.04811511237614925,0.9019433773745188,0.0,0.14591532165703805,0.0
2018-02-23,0.7530415863667721,1.1254685754468143,0.16538047458506105,0.6666666666666666,-0.011907194702964804,2.0,-0.012377239237057674,0.03305084633920779,1.309195506189883,0.0,0.14366182342194997,0.0
2018-03-02,0.9392511184710428,1.1544331290521275,0.18090004273620816,0.6666666666666666,0.032799689831999795,2.0,0.0,0.04066783060283852,0.8412000250083906,0.0,0.1437337423851851,0.0
2018-03-09,0.9812914156352034,1.1526279379145483,0.2323826994820228,0.75,0.0321403899898605,2.0,0.0,0.051977963564082484,0.39268432189039465,0.0,0.159777340127147,0.0
2018-03-16,0.8370913362338328,1.141398411803476,0.2915613112922136,0.8333333333333334,0.0540258113227953,2.0,0.0,0.05292737320070638,0.3769551642250303,0.0,0.1616870120987075,0.0
2018-03-23,1.08198891166635,1.1078675757405043,0.35663101521868973,0.9166666666666666,0.0395563859908833,2.0,0.0,0.060837017844770594,0.09565170621102374,0.0,0.18108244769176,0.0
