,net_return
2017-08-04,1.4611277776409721
2017-08-11,1.4469392419952805
2017-08-18,1.4573606980757678
2017-08-25,1.4835419878800569
2017-09-01,1.4618475267019586
2017-09-08,1.4906220241001489
2017-09-15,1.480364114266059
2017-09-22,1.4838997738936541
2017-09-29,1.4927215012467003
2017-10-06,1.536620020271183
2017-10-13,1.5155316304954243
2017-10-20,1.5336468572692286
2017-10-27,1.5171730461302406
2017-11-03,1.5586073563876575
2017-11-10,1.60584921401625
2017-11-17,1.6880530060327832
2017-11-24,1.7260740393435072
2017-12-01,1.6928495980772829
2017-12-08,1.6954603264999364
2017-12-15,1.716830171630441
2017-12-22,1.768655093792704
2017-12-29,1.834863984083601
2018-01-05,1.922863983709618
2018-01-12,1.9526839577533879
2018-01-19,2.1258440018324682
2018-01-26,2.110620912413829
2018-02-02,1.9474595814768108
2018-02-09,2.004045906940227
2018-02-16,2.028022470295294
2018-02-23,2.0577831222695027
2018-03-02,2.067615918781381
2018-03-09,2.103278056252791
2018-03-16,2.1270819969782835
2018-03-23,2.1848049954798303
2018-03-30,2.243915745765883
2018-04-06,2.1517057349371522
2018-04-13,2.0764742274350794
2018-04-20,1.9354510264480393
2018-04-27,1.8728837167315597
2018-05-04,1.9256946728479558
2018-05-11,1.9153913873130626
2018-05-18,1.7966406598836846
2018-05-25,1.8330523322578676
2018-06-01,1.8667878767254724
2018-06-08,1.8363944201485023
2018-06-15,1.815934441307648
2018-06-22,1.8047578725395066
2018-06-29,1.7737315849022932
2018-07-06,1.7629706580070963
2018-07-13,1.7845673010637448
2018-07-20,1.7936108836519389
2018-07-27,1.8208331132063034
2018-08-03,1.7956886608733764
2018-08-10,1.7763149187165808
2018-08-17,1.7906646417753331
2018-08-24,1.7865841319643743
2018-08-31,1.7451199950615544
2018-09-07,1.7804479658424892
2018-09-14,1.774558968323495
2018-09-21,1.8005001119203519
2018-09-28,1.7803329529582859
2018-10-05,1.7456800831588015
2018-10-12,1.7372388912388785
2018-10-19,1.6799813329574684
2018-10-26,1.7042734821467116
2018-11-02,1.699669112222163
2018-11-09,1.6988715706788107
2018-11-16,1.7032669502138362
2018-11-23,1.709300391631084
2018-11-30,1.707536892176225
2018-12-07,1.7138171188550577
2018-12-14,1.682274145533708
2018-12-21,1.7029611609372661
2018-12-28,1.6633669820858237
2019-01-04,1.6605001662114725
2019-01-11,1.6636957222068747
2019-01-18,1.6491668438849936
2019-01-25,1.6669712661353122
2019-02-01,1.6669712661353122
2019-02-08,1.6669712661353122
2019-02-22,1.6604657122943456
2019-03-01,1.6551344414945306
2019-03-08,1.6701087421776186
2019-03-15,1.6526153228633975
2019-03-22,1.637007685008462
2019-03-29,1.632199462591175
2019-04-05,1.615282971196728
2019-04-12,1.5848827299872148
2019-04-19,1.6067262722553572
2019-04-26,1.6121939260127027
2019-05-03,1.591042369213793
2019-05-10,1.6070898748600948
2019-05-17,1.6014027432765876
2019-05-24,1.585618115189627
2019-05-31,1.5948984081537527
2019-06-07,1.5796669047895946
2019-06-14,1.585776468379587
2019-06-21,1.5913357179762884
2019-06-28,1.6179365837446966
2019-07-05,1.6235170295095496
2019-07-12,1.6725863463319641
2019-07-19,1.67653368577974
2019-07-26,1.6711711732058272
2019-08-02,1.6861508382289527
2019-08-09,1.701769144264537
2019-08-23,1.683585202310949
2019-08-30,1.6688962671241416
2019-09-06,1.7448381862978612
2019-09-13,1.7715460702419878
2019-09-20,1.7842416361039715
2019-09-27,1.7490518965069946
2019-10-04,1.7539844151434927
2019-10-11,1.7492545192247613
2019-10-18,1.7909718645640054
2019-10-25,1.786014474057781
2019-11-01,1.8062846315855525
2019-11-08,1.7673862546271497
2019-11-15,1.6976173001362098
2019-11-22,1.6928819123891259
2019-11-29,1.6797103252587313
2019-12-06,1.719602134917076
2019-12-13,1.7034293032166126
2019-12-20,1.749098002364071
2019-12-27,1.766811147187313
2020-01-03,1.8050839474564102
2020-01-10,1.8488361310285095
2020-01-17,1.8720854205908888
2020-01-24,1.811518666365296
2020-01-31,1.82712926701721
2020-02-07,1.842369930724812
2020-02-14,1.843891514866755
2020-02-21,1.7928241981289414
2020-02-28,1.7914745371719636
2020-03-06,1.5399751719175132
2020-03-13,1.4973794145604256
2020-03-20,1.459635907490765
2020-03-27,1.4498704707641172
2020-04-03,1.4576255335692114
2020-04-10,1.4699370276172998
2020-04-17,1.4639066706786898
2020-04-24,1.4601326284258882
2020-05-01,1.5024538082502048
2020-05-08,1.5065731325374214
2020-05-15,1.5666959443137844
2020-05-22,1.5624672090975051
2020-05-29,1.5874190279347216
2020-06-05,1.5281675571076372
2020-06-12,1.5219230547698661
2020-06-19,1.5010976546379389
2020-06-26,1.5034601425694778
2020-07-03,1.523831980222236
2020-07-10,1.5183463027951376
2020-07-17,1.4998852407770171
2020-07-24,1.5002788435078236
2020-07-31,1.5084836153751295
2020-08-07,1.5003117814597728
2020-08-14,1.5002681750459022
2020-08-21,1.512645837168599
2020-08-28,1.5274823340397599
2020-09-04,1.5210008555542809
2020-09-11,1.5680810328489259
2020-09-18,1.5805287380515574
2020-09-25,1.6284443470442722
2020-10-02,1.6829644671322184
2020-10-09,1.706026655513032
2020-10-16,1.7864752149610719
2020-10-23,1.7049385222776678
2020-10-30,1.7225406666172105
2020-11-06,1.7737040007796872
2020-11-13,1.8183391586614086
2020-11-20,1.868481158230354
2020-11-27,1.8967580168865017
2020-12-04,1.9574040965080437
2020-12-11,1.9995539877799395
2020-12-18,2.0805387130320074
2020-12-25,2.137127420156428
2021-01-01,2.2291937172981813
2021-01-08,2.3537253904332434
2021-01-15,2.278685141359568
2021-01-22,2.184443308947615
2021-01-29,2.249757692044865
2021-02-05,2.256555918926203
2021-02-12,2.284968022962261
2021-02-19,2.277728135364867
2021-02-26,2.27880791718281
2021-03-05,2.3167517083025264
2021-03-12,2.341591474826222
2021-03-19,2.2591063694873315
2021-03-26,2.413981710395462
2021-04-02,2.47024400646183
2021-04-09,2.514504008304732
2021-04-16,2.578646151160231
2021-04-23,2.633630484428162
2021-04-30,2.676898991950772
2021-05-07,2.7365554727429577
2021-05-14,2.8328781367317695
2021-05-21,2.907098026302326
2021-05-28,2.964486963893414
2021-06-04,2.9633738492216026
2021-06-11,2.9556593666648143
2021-06-18,3.0262880241620382
2021-06-25,3.105301459752699
2021-07-02,2.9554972775414523
2021-07-09,2.889631434341554
2021-07-16,2.852264980153812
2021-07-23,2.8987851664867303
2021-07-30,2.9229197724544975
2021-08-06,2.924560829445288
2021-08-13,2.88258007523604
2021-08-20,2.8290730787155334
2021-08-27,2.8381363513875026
2021-09-03,2.8550680713043444
2021-09-10,2.8698837942963813
2021-09-17,2.8395250175707596
2021-09-24,2.809499385986271
2021-10-01,2.9049043092313283
2021-10-08,2.9355730561141655
2021-10-15,2.9332152178022755
2021-10-22,3.0361104090087974
2021-10-29,3.0270429898434092
2021-11-05,3.061380276098313
2021-11-12,3.028712231829199
2021-11-19,3.1489592078680726
2021-11-26,3.038693492472749
2021-12-03,3.1278949210742977
2021-12-10,3.140662180125142
2021-12-17,3.156839960219535
2021-12-24,3.2079923040561873
2021-12-31,3.238232674887968
2022-01-07,3.086820890864721
2022-01-14,2.9574872593650263
2022-01-21,3.0019552212323477
2022-01-28,3.0019552212323477
2022-02-04,3.0019552212323477
2022-02-18,3.0009831455054483
2022-02-25,2.944949398627125
2022-03-04,2.801698156914545
2022-03-11,2.8262496743088206
2022-03-18,2.8656889363547444
2022-03-25,2.870037137934266
2022-04-01,2.7926676669856922
2022-04-08,2.6636141211406033
2022-04-15,2.543392666078127
2022-04-22,2.4404403864928366
2022-04-29,2.4236293491778778
2022-05-06,2.291626692191418
2022-05-13,2.324730382593164
2022-05-20,2.3539237498414685
2022-05-27,2.366728736360033
2022-06-03,2.3521764141250854
2022-06-10,2.3916704855000734
2022-06-17,2.3498342971497177
2022-06-24,2.3574000721843706
2022-07-01,2.3103620148121204
2022-07-08,2.2926582007186154
2022-07-15,2.3437486339912126
2022-07-22,2.384451686172622
2022-07-29,2.432345304412918
2022-08-05,2.4323062743049566
2022-08-19,2.4351611021297805
2022-08-26,2.4318866287072103
2022-09-02,2.4289941895284235
2022-09-09,2.3964553409675675
2022-09-16,2.3826765175063658
2022-09-23,2.308943897024153
2022-09-30,2.1774550994394475
2022-10-07,2.1916546125133873
2022-10-14,2.1955113088497287
2022-10-21,2.18776990660864
2022-10-28,2.163221520532898
2022-11-04,2.152700009669494
2022-11-11,2.143538401803233
2022-11-18,2.1546738657644213
2022-11-25,2.19867482744319
2022-12-02,2.167622597211488
2022-12-09,2.157411045659244
2022-12-16,2.1520185354010155
2022-12-23,2.1276405020260163
2022-12-30,2.205784305432764
2023-01-06,2.2212944789630957
2023-01-13,2.2882064557200104
2023-01-20,2.2976414750247165
2023-01-27,2.25074770397197
2023-02-03,2.2372465132731842
2023-02-10,2.2515006962518345
2023-02-17,2.2270452230118116
2023-02-24,2.2248041251710444
2023-03-03,2.245716918693195
2023-03-10,2.224356444498335
2023-03-17,2.2175559729576833
2023-03-24,2.2332023276027666
2023-03-31,2.2160726489914975
2023-04-07,2.1713267759439017
2023-04-14,2.1425915822855512
2023-04-21,2.1635451229842486
2023-04-28,2.1312024737236652
2023-05-05,2.1914342339271586
2023-05-12,2.1967231384208885
2023-05-19,2.1773591552082268
2023-05-26,2.266063911598078
2023-06-02,2.27646132548892
2023-06-09,2.2770283243956215
2023-06-16,2.3068246438995015
2023-06-23,2.2837518592017823
2023-06-30,2.34837840510201
2023-07-07,2.393267708251218
2023-07-14,2.4426155784197214
2023-07-21,2.4779264445305045
2023-07-28,2.4659265522111227
2023-08-04,2.420423014540158
2023-08-11,2.3303522835172945
2023-08-18,2.3773519987329497
2023-08-25,2.4435690370331367
2023-09-01,2.465551120590358
2023-09-08,2.4888280554465956
2023-09-15,2.4182528767239404
2023-09-22,2.3492646246661795
2023-09-29,2.3414097581872726
2023-10-06,2.389184705237204
2023-10-13,2.272297708618989
2023-10-20,2.1577047505273192
2023-10-27,2.1474833173133354
2023-11-03,2.2117766908366625
2023-11-10,2.2141789704936023
2023-11-17,2.2146589379505066
2023-11-24,2.2281829965668227
2023-12-01,2.272951034638956
2023-12-08,2.2572766721723174
2023-12-15,2.260202920527646
2023-12-22,2.326546896613056
2023-12-29,2.37193736713869
2024-01-05,2.354856404776867
2024-01-12,2.386087429318329
2024-01-19,2.393381412275384
2024-01-26,2.4106278865238155
2024-02-02,2.5514379303485932
2024-02-09,2.5512926614501663
2024-02-16,2.5411641841465276
2024-02-23,2.625301138698467
2024-03-01,2.5707676133324475
2024-03-08,2.6509173790668807
2024-03-15,2.720489442514647
2024-03-22,2.7321833560084
2024-03-29,2.6085216455345823
2024-04-05,2.7083825247503235
2024-04-12,2.4764281994645705
2024-04-19,2.5392187518482916
2024-04-26,2.558820006249944
2024-05-03,2.591918596581146
2024-05-10,2.649429901877612
2024-05-17,2.646653468545805
2024-05-24,2.663913518685206
2024-05-31,2.7082853927024972
2024-06-07,2.7197160421580637
2024-06-14,2.7557373268254457
2024-06-21,2.6715961431623683
2024-06-28,2.760024147648183
2024-07-05,2.769250760030304
2024-07-12,2.685715069770342
2024-07-19,2.641069898503799
2024-07-26,2.6405345172053005
2024-08-02,2.6472185304352336
2024-08-09,2.7275424395909424
2024-08-16,2.7404202522394336
2024-08-23,2.743305646463305
2024-08-30,2.674153329397023
2024-09-06,2.6406344348008055
2024-09-13,2.682212639517843
2024-09-20,2.6930020013556395
2024-09-27,2.6535379320213
2024-10-04,2.6569940830806518
2024-10-11,2.6403096262179395
2024-10-18,2.5646258544869367
2024-10-25,2.5732851539809363
2024-11-01,2.5563050602101676
2024-11-08,2.443651321741101
2024-11-15,2.451061870066681
2024-11-22,2.5211490334261457
2024-11-29,2.57282156529782
2024-12-06,2.58719587318478
2024-12-13,2.5553665041668174
2024-12-20,2.6504876829253274
2024-12-27,2.596292783145116
