date,vol_scale
2019-05-24,1.0
2019-05-31,1.0
2019-06-07,0.6929313807378341
2019-06-14,0.7863085029123629
2019-06-21,0.6985468840221097
2019-06-28,0.932059470492554
2019-07-05,0.7374876356893485
2019-07-12,0.9405556761020074
2019-07-19,1.0
2019-07-26,1.0
2019-08-02,1.0
2019-08-09,1.0
2019-08-16,1.0
2019-08-23,1.0
2019-08-30,1.0
2019-09-06,1.0
2019-09-13,1.0
2019-09-20,1.0
2019-09-27,1.0
2019-10-04,1.0
2019-10-11,1.0
2019-10-18,1.0
2019-10-25,1.0
2019-11-01,1.0
2019-11-08,1.0
2019-11-15,1.0
2019-11-22,1.0
2019-11-29,1.0
2019-12-06,1.0
2019-12-13,0.9201587959131243
2019-12-20,1.0
2019-12-27,1.0
2020-01-03,1.0
2020-01-10,1.0
2020-01-17,1.0
2020-01-24,0.4540456970324439
2020-01-31,0.3352319312139895
2020-02-07,0.3938071975918064
2020-02-14,0.5094657652647995
2020-02-21,0.6626872230245175
2020-02-28,0.7772780057335053
2020-03-06,0.7895112592493093
2020-03-13,0.36423900364023043
2020-03-20,0.3944025146110656
2020-03-27,0.3032791726041542
2020-04-03,0.24173249730042515
2020-04-10,0.28240903280258345
2020-04-17,0.3541347223080684
2020-04-24,0.3908988080339158
2020-05-01,0.45489262335423253
2020-05-08,0.5326002019694535
2020-05-15,0.5931978596705423
2020-05-22,0.6975521896705605
2020-05-29,0.6871102541837794
2020-06-05,0.8720726461559082
2020-06-12,0.5557662618651256
2020-06-19,0.49670917648221946
2020-06-26,0.6621119174513128
2020-07-03,0.46759567176160277
2020-07-10,0.5720590439127404
2020-07-17,0.683757079570886
2020-07-24,0.8748599149522536
2020-07-31,0.4222642212243351
2020-08-07,0.4463743356924174
2020-08-14,0.5485930865441355
2020-08-21,0.7688099121732664
2020-08-28,0.8202439650451798
2020-09-04,0.9505846202529138
2020-09-11,1.0
2020-09-18,1.0
2020-09-25,1.0
2020-10-02,1.0
2020-10-09,1.0
2020-10-16,1.0
2020-10-23,1.0
2020-10-30,0.5679182895457556
2020-11-06,0.7254947603843461
2020-11-13,0.8930950360307985
2020-11-20,0.7609560580312638
2020-11-27,1.0
2020-12-04,1.0
2020-12-11,0.9898437943538979
2020-12-18,0.8482069808900224
2020-12-25,0.8123380179000226
2021-01-01,0.9090937000817205
2021-01-08,0.9959197945342744
2021-01-15,0.9136160827566349
2021-01-22,0.4491790372426833
2021-01-29,0.31563732620690005
2021-02-05,0.2939247301363493
2021-02-12,0.2638017675281
2021-02-19,0.29310626724894456
2021-02-26,0.3934366190043707
2021-03-05,0.5434883626419894
2021-03-12,0.6573470793845372
2021-03-19,0.8633619480564685
2021-03-26,0.9368569583228847
2021-04-02,0.8010692107601554
2021-04-09,0.9153189246435622
2021-04-16,0.7214156657696766
2021-04-23,0.5143851060933483
2021-04-30,0.5026227509015044
2021-05-07,0.6057471025125969
2021-05-14,0.6804263662003038
2021-05-21,0.7888563333850809
2021-05-28,0.3332528450218094
2021-06-04,0.41519639872157177
2021-06-11,0.5169710564717013
2021-06-18,0.6501387280074719
2021-06-25,0.8195169544780663
2021-07-02,0.9869448495374762
2021-07-09,0.6267242005015666
2021-07-16,0.5261085923443961
2021-07-23,0.39904819076561887
2021-07-30,0.5425561110592833
2021-08-06,0.6530220185875893
2021-08-13,0.8026018685170601
2021-08-20,0.8997228767794959
2021-08-27,0.6778133391724935
2021-09-03,0.7753460956624753
2021-09-10,0.8766073439644761
2021-09-17,1.0
2021-09-24,0.8540234333443454
2021-10-01,1.0
2021-10-08,1.0
2021-10-15,1.0
2021-10-22,0.9151232338162273
2021-10-29,0.7663084562335263
2021-11-05,1.0
2021-11-12,1.0
2021-11-19,1.0
2021-11-26,0.871570360189167
2021-12-03,0.8643862446110167
2021-12-10,0.49304376892093565
2021-12-17,0.5690432842634503
2021-12-24,0.7827652669930463
2021-12-31,1.0
2022-01-07,0.9905400931316797
2022-01-14,0.7785663486039298
2022-01-21,0.750723673893854
2022-01-28,0.8834133628978484
2022-02-04,
2022-02-11,1.0
2022-02-18,1.0
2022-02-25,1.0
2022-03-04,1.0
2022-03-11,1.0
2022-03-18,1.0
2022-03-25,1.0
2022-04-01,1.0
2022-04-08,1.0
2022-04-15,1.0
2022-04-22,1.0
2022-04-29,0.3965622794465692
2022-05-06,0.46732009981460537
2022-05-13,0.2990153450373953
2022-05-20,0.30262844894965213
2022-05-27,0.37601171594953997
2022-06-03,0.45242879168615446
2022-06-10,0.620614715154794
2022-06-17,0.36657815810480443
2022-06-24,0.43176196713398085
2022-07-01,0.5468745190435714
2022-07-08,0.694570929694731
2022-07-15,0.7173969023975487
2022-07-22,0.9286848284063683
2022-07-29,0.9729437531248047
2022-08-05,1.0
2022-08-12,1.0
2022-08-19,1.0
2022-08-26,1.0
2022-09-02,1.0
2022-09-09,1.0
2022-09-16,1.0
2022-09-23,1.0
2022-09-30,1.0
2022-10-07,0.4597847500857218
2022-10-14,0.3233212786808119
2022-10-21,0.4273707627274444
2022-10-28,0.3435175553910007
2022-11-04,0.4799433041423611
2022-11-11,0.38157042607150304
2022-11-18,0.2808088819782492
2022-11-25,0.38112550366824177
2022-12-02,0.4230640346634352
2022-12-09,0.39813223448228063
2022-12-16,0.49389007216301606
2022-12-23,0.5448349021585492
2022-12-30,0.5591809325077384
2023-01-06,0.6188111351484026
2023-01-13,0.8625841602519485
2023-01-20,0.7332485458379692
2023-01-27,0.7256547562794036
2023-02-03,0.5373318345801269
2023-02-10,0.7075579363589346
2023-02-17,0.7879983432428066
2023-02-24,0.6819587841346184
2023-03-03,0.6424647040691206
2023-03-10,0.6731080898009069
2023-03-17,0.5813403638491214
2023-03-24,0.6429148195610949
2023-03-31,0.7818284008368215
2023-04-07,0.9930370286757987
2023-04-14,1.0
2023-04-21,1.0
2023-04-28,1.0
2023-05-05,0.7659902441323029
2023-05-12,1.0
2023-05-19,0.9922139361509499
2023-05-26,1.0
2023-06-02,1.0
2023-06-09,0.957701280229802
2023-06-16,1.0
2023-06-23,1.0
2023-06-30,1.0
2023-07-07,1.0
2023-07-14,1.0
2023-07-21,1.0
2023-07-28,1.0
2023-08-04,0.9748558469266926
2023-08-11,0.9162836915169379
2023-08-18,1.0
2023-08-25,0.6008780996927262
2023-09-01,0.7336578630452633
2023-09-08,0.8847226352170123
2023-09-15,0.5849030140216508
2023-09-22,0.7423441561718239
2023-09-29,0.7464819637364295
2023-10-06,0.7645117331218657
2023-10-13,0.9103900612190351
2023-10-20,0.8689247975008321
2023-10-27,0.641721233023124
2023-11-03,0.6791264297382568
2023-11-10,0.6557010189926893
2023-11-17,0.7212020861606885
2023-11-24,0.7720368485910478
2023-12-01,1.0
2023-12-08,0.8756464934102755
2023-12-15,1.0
2023-12-22,1.0
2023-12-29,1.0
2024-01-05,1.0
2024-01-12,1.0
2024-01-19,1.0
2024-01-26,1.0
2024-02-02,1.0
2024-02-09,1.0
2024-02-16,1.0
2024-02-23,1.0
2024-03-01,1.0
2024-03-08,1.0
2024-03-15,0.9125988534814498
2024-03-22,0.7807180611570605
2024-03-29,0.8852172031341841
2024-04-05,0.9372699815676419
2024-04-12,1.0
2024-04-19,0.6939381205170484
2024-04-26,0.6190986049650736
2024-05-03,0.6829165905991632
2024-05-10,0.8744543621819812
2024-05-17,0.9833112019036864
2024-05-24,1.0
2024-05-31,1.0
2024-06-07,1.0
2024-06-14,1.0
2024-06-21,1.0
2024-06-28,1.0
2024-07-05,1.0
2024-07-12,1.0
2024-07-19,1.0
2024-07-26,1.0
2024-08-02,1.0
2024-08-09,0.8474779107834877
2024-08-16,0.981720507126269
2024-08-23,1.0
2024-08-30,1.0
2024-09-06,1.0
2024-09-13,1.0
2024-09-20,1.0
2024-09-27,1.0
2024-10-04,1.0
2024-10-11,1.0
2024-10-18,1.0
2024-10-25,1.0
2024-11-01,1.0
2024-11-08,1.0
2024-11-15,1.0
2024-11-22,0.9241812714029701
2024-11-29,1.0
2024-12-06,0.872862245993992
2024-12-13,1.0
2024-12-20,1.0
2024-12-27,1.0
2025-01-03,1.0
2025-01-10,1.0
2025-01-17,1.0
2025-01-24,1.0
2025-01-31,
2025-02-07,1.0
2025-02-14,1.0
2025-02-21,1.0
2025-02-28,1.0
2025-03-07,1.0
2025-03-14,1.0
2025-03-21,1.0
2025-03-28,1.0
2025-04-04,0.37584195590657643
2025-04-11,0.23426526044477114
2025-04-18,0.3054642649176997
2025-04-25,0.42726691425882757
2025-05-02,0.48977111215195873
2025-05-09,0.6785661314022207
2025-05-16,0.8996710883597253
2025-05-23,1.0
2025-05-30,0.917734143686458
2025-06-06,0.9059554898689598
2025-06-13,1.0
2025-06-20,1.0
2025-06-27,1.0
2025-07-04,1.0
2025-07-11,1.0
2025-07-18,1.0
2025-07-25,1.0
2025-08-01,0.6766400709544932
2025-08-08,0.6329188341275203
2025-08-15,0.8585328732749647
2025-08-22,0.9180931536361446
2025-08-29,0.7503431761752936
2025-09-05,0.8837910660317934
2025-09-12,0.8160202552507084
2025-09-19,1.0
2025-09-26,0.8376696474115152
2025-10-03,0.9996090956651402
2025-10-10,0.8212458058931004
2025-10-17,0.9273431776358146
2025-10-24,0.6668601910574037
2025-10-31,0.7862981137475359
2025-11-07,0.6057711325218398
2025-11-14,0.5819581576092288
2025-11-21,0.7527046317420322
2025-11-28,1.0
2025-12-05,1.0
2025-12-12,0.9441306215346624
2025-12-19,0.7876692131167997
2025-12-26,0.6216123940185827
2026-01-02,0.7374609575526643
2026-01-09,0.8942423580851273
2026-01-16,0.962410886176915
2026-01-23,1.0
2026-01-30,1.0
2026-02-06,0.9235405971042684
2026-02-13,0.7814459201787903
2026-02-20,
2026-02-27,1.0
2026-03-06,0.77828012581967
2026-03-13,0.43631048773783937
2026-03-20,0.5696467825870482
2026-03-27,0.5023319290247036
2026-04-03,0.5901219190105594
2026-04-10,0.33302484948315386
2026-04-17,0.4687918111892645
2026-04-24,0.6182767997122902
