date,trade_probability
2017-05-26,0.6935080084495139
2017-06-02,0.6056595884151047
2017-06-09,0.6705001869441788
2017-06-16,0.6929952638534252
2017-06-23,0.6000067405092986
2017-06-30,0.5990430981522225
2017-07-07,0.5542976285197793
2017-07-14,0.5755483937866795
2017-07-21,0.7236230707737684
2017-07-28,0.749804602346193
2017-08-04,0.7721280023575294
2017-08-11,0.7558640272653323
2017-08-18,0.7026409287892493
2017-08-25,0.6219382782260112
2017-09-01,0.5897810088002184
2017-09-08,0.6047238434258582
2017-09-15,0.5870738613369947
2017-09-22,0.6253899850102292
2017-09-29,0.6930990389783697
2017-10-06,0.6546478011411122
2017-10-13,0.590596861024781
2017-10-20,0.5657119670481809
2017-10-27,0.4294736228932228
2017-11-03,0.4964944374841817
2017-11-10,0.7178383097732844
2017-11-17,0.6969780634555132
2017-11-24,0.7213351277994867
2017-12-01,0.699215556827711
2017-12-08,0.5542824583207161
2017-12-15,0.6757462536518288
2017-12-22,0.7323561948130544
2017-12-29,0.662702339172135
2018-01-05,0.7199697729017536
2018-01-12,0.7275201912014148
2018-01-19,0.8174133273698824
2018-01-26,0.8290297834094071
2018-02-02,0.7672136858001667
2018-02-09,0.7941728993004531
2018-02-16,0.7687572463509307
2018-02-23,0.8142789092049125
2018-03-02,0.8038405410469285
2018-03-09,0.7106422852044142
2018-03-16,0.7662638482566446
2018-03-23,0.5726689958157937
2018-03-30,0.40967458377480914
2018-04-06,0.38169061899994394
2018-04-13,0.31959209668267996
2018-04-20,0.2618057902512092
2018-04-27,0.18024724629327005
2018-05-04,0.18552976940725951
2018-05-11,0.18479168608598967
2018-05-18,0.16061433184366633
2018-05-25,0.14465479032791503
2018-06-01,0.15513237020479165
2018-06-08,0.2214312011881316
2018-06-15,0.22091012410916264
2018-06-22,0.20212455602982252
2018-06-29,0.42903910737804085
2018-07-06,0.4928136208756639
2018-07-13,0.633025767534091
2018-07-20,0.5815009854128013
2018-07-27,0.6284456933508054
2018-08-03,0.6658150762929711
2018-08-10,0.6401986162912255
2018-08-17,0.5710886775873782
2018-08-24,0.522682668724718
2018-08-31,0.570443580124444
2018-09-07,0.6109130495855642
2018-09-14,0.5991807800307513
2018-09-21,0.758561816053761
2018-09-28,0.8299317335386088
2018-10-05,0.7651154512145982
2018-10-12,0.7174625387850485
2018-10-19,0.7706004706486621
2018-10-26,0.7592022118899604
2018-11-02,0.7689438071243574
2018-11-09,0.8377661731427121
2018-11-16,0.7021888352682082
2018-11-23,0.8046973810463763
2018-11-30,0.8076930942238811
2018-12-07,0.7292682526919735
2018-12-14,0.7282278253219514
2018-12-21,0.6875450399957032
2018-12-28,0.6612190812779762
2019-01-04,0.7247403803012623
2019-01-11,0.6351422315818966
2019-01-18,0.5910528010390474
2019-01-25,0.617544520089377
2019-02-01,0.6028214405629837
2019-02-08,0.5969905473116954
2019-02-15,0.595469885371928
2019-02-22,0.5665068464501833
2019-03-01,0.6114801487414675
2019-03-08,0.7238840695346165
2019-03-15,0.6580664813155742
2019-03-22,0.5952964764814564
2019-03-29,0.7073608534945772
2019-04-05,0.7561892366166212
2019-04-12,0.7338341658916407
2019-04-19,0.6707824531761661
2019-04-26,0.6270605224663907
2019-05-03,0.7129246705496861
2019-05-10,0.7149924496311426
2019-05-17,0.7409612257665738
2019-05-24,0.6681579378455537
2019-05-31,0.5576105969721519
2019-06-07,0.492765557117305
2019-06-14,0.7363268656957703
2019-06-21,0.8132589507207852
2019-06-28,0.8179719727240423
2019-07-05,0.865503738320168
2019-07-12,0.8482248773098889
2019-07-19,0.7480501496806813
2019-07-26,0.7464616814274463
2019-08-02,0.751525814376716
2019-08-09,0.7583228071919255
2019-08-16,0.7772942063770781
2019-08-23,0.8058397422323348
2019-08-30,0.7533101195079619
2019-09-06,0.7902450872500111
2019-09-13,0.7271553877765091
2019-09-20,0.7697575184611194
2019-09-27,0.7833892184459823
2019-10-04,0.7778750908575393
2019-10-11,0.7040201130381085
2019-10-18,0.7997461687873337
2019-10-25,0.8065788837148274
2019-11-01,0.8308227819223312
2019-11-08,0.7797298993707772
2019-11-15,0.7587834280277632
2019-11-22,0.7311443899917126
2019-11-29,0.6659659499096953
2019-12-06,0.6882159788579619
2019-12-13,0.7968646018207847
2019-12-20,0.7336849876664019
2019-12-27,0.7534254720858191
2020-01-03,0.7210891551230567
2020-01-10,0.7416605920665147
2020-01-17,0.7772065700232778
2020-01-24,0.7665301295217771
2020-01-31,0.555434736396309
2020-02-07,0.7930738433038805
2020-02-14,0.8437866061635383
2020-02-21,0.7491914462128522
2020-02-28,0.7954465857096487
2020-03-06,0.07662895482716325
2020-03-13,0.0376943344283518
2020-03-20,0.5704328285684871
2020-03-27,0.6174226119454286
2020-04-03,0.581802552562008
2020-04-10,0.7485489051790333
2020-04-17,0.6909438738811987
2020-04-24,0.7574257209953988
2020-05-01,0.7862097409715184
2020-05-08,0.7196700396122003
2020-05-15,0.8147624539301147
2020-05-22,0.8089116895304465
2020-05-29,0.7380640289911004
2020-06-05,0.6527567893238072
2020-06-12,0.6208658143899424
2020-06-19,0.6122413636156588
2020-06-26,0.701570755790375
2020-07-03,0.6810654594630484
2020-07-10,0.7179269948193746
2020-07-17,0.6699307752490627
2020-07-24,0.6666515944250246
2020-07-31,0.5611315394517423
2020-08-07,0.6014811336793636
2020-08-14,0.49146649002891146
2020-08-21,0.4122824975820414
2020-08-28,0.5023034531610929
2020-09-04,0.5146095110892368
2020-09-11,0.45311580346243335
2020-09-18,0.48656805945739745
2020-09-25,0.519865481529655
2020-10-02,0.5105611758755939
2020-10-09,0.5496979828335802
2020-10-16,0.6970677367773713
2020-10-23,0.6610316378142161
2020-10-30,0.6330523530085508
2020-11-06,0.7343401292013757
2020-11-13,0.7581051224866052
2020-11-20,0.774714744404282
2020-11-27,0.7834182628914496
2020-12-04,0.778974560794921
2020-12-11,0.6902524300072438
2020-12-18,0.7729399098158637
2020-12-25,0.8153305744420668
2021-01-01,0.8053979554675188
2021-01-08,0.8219197881650023
2021-01-15,0.8387809370372147
2021-01-22,0.7978399469089595
2021-01-29,0.7831814796214994
2021-02-05,0.7853379670864552
2021-02-12,0.8039707865138103
2021-02-19,0.8403649820935007
2021-02-26,0.8840843570408123
2021-03-05,0.8710430969546021
2021-03-12,0.803966690801525
2021-03-19,0.7716906027905648
2021-03-26,0.6885093144229739
2021-04-02,0.6077198091642296
2021-04-09,0.7883887183395146
2021-04-16,0.71513819161459
2021-04-23,0.8199876312685701
2021-04-30,0.8126562964193033
2021-05-07,0.7348315580858796
2021-05-14,0.7218004115098225
2021-05-21,0.7181920432287698
2021-05-28,0.6094328790411023
2021-06-04,0.6408564220690431
2021-06-11,0.5253700305126721
2021-06-18,0.4514711456585254
2021-06-25,0.4529270439299191
2021-07-02,0.4017572075377194
2021-07-09,0.3806277449866296
2021-07-16,0.44863182885244046
2021-07-23,0.36425054693439074
2021-07-30,0.31902484339732035
2021-08-06,0.39936633233780056
2021-08-13,0.3564696438264843
2021-08-20,0.2949062408418907
2021-08-27,0.2030250240631086
2021-09-03,0.28374109590575153
2021-09-10,0.186907436766654
2021-09-17,0.20268698508688784
2021-09-24,0.2352305635969402
2021-10-01,0.1325098538408506
2021-10-08,0.171525974339114
2021-10-15,0.19235334991216824
2021-10-22,0.20471742152496167
2021-10-29,0.2598189821003862
2021-11-05,0.30950257181156454
2021-11-12,0.4919361213973247
2021-11-19,0.568434050884817
2021-11-26,0.5518605766965275
2021-12-03,0.6849333259150907
2021-12-10,0.5620292620179863
2021-12-17,0.5979141105074387
2021-12-24,0.6870809777406525
2021-12-31,0.6443373676461134
2022-01-07,0.7150114279008988
2022-01-14,0.6655645507041206
2022-01-21,0.5722337721678972
2022-01-28,0.580754764191422
2022-02-04,0.5986890884195376
2022-02-11,0.38779380528494656
2022-02-18,0.34550254740999653
2022-02-25,0.3378527078344854
2022-03-04,0.33319316465278614
2022-03-11,0.3769634355168597
2022-03-18,0.3171973112780631
2022-03-25,0.42539909609232607
2022-04-01,0.35956951287899513
2022-04-08,0.47791791263231664
2022-04-15,0.5406377952382054
2022-04-22,0.6108185120450833
2022-04-29,0.5682197757694603
2022-05-06,0.5849393488752017
2022-05-13,0.318174094950696
2022-05-20,0.42149505264272014
2022-05-27,0.46895458014738234
2022-06-03,0.4732561815995813
2022-06-10,0.5194958819068323
2022-06-17,0.41166266881313224
2022-06-24,0.17629926000708654
2022-07-01,0.12003561315971122
2022-07-08,0.07282744520600307
2022-07-15,0.07884834213159485
2022-07-22,0.07667208716006188
2022-07-29,0.077752458067434
2022-08-05,0.10246138367802579
2022-08-12,0.0855627732336371
2022-08-19,0.06475171739396988
2022-08-26,0.06603160573717891
2022-09-02,0.04818422268411637
2022-09-09,0.0410411938986786
2022-09-16,0.04311578844820058
2022-09-23,0.0440727460910701
2022-09-30,0.04265018111991496
2022-10-07,0.058149257453077106
2022-10-14,0.0014315667729761236
2022-10-21,0.08558873611435
2022-10-28,0.0012162884321897088
2022-11-04,0.0030244665123956424
2022-11-11,0.002448693254693932
2022-11-18,0.0003603944364675083
2022-11-25,0.00039163611473685956
2022-12-02,0.0004942708716778993
2022-12-09,0.0005390039600342924
2022-12-16,0.0006524003554131136
2022-12-23,0.0011934262476725145
2022-12-30,0.0009117469805552233
2023-01-06,0.0009004489287784454
2023-01-13,0.0011223685329549333
2023-01-20,0.003819418861037752
2023-01-27,0.006513688052682719
2023-02-03,0.005047008623585715
2023-02-10,0.0021257783643464805
2023-02-17,0.0018210058847222379
2023-02-24,0.004574648951215478
2023-03-03,0.0007376465027018756
2023-03-10,0.000506950400805831
2023-03-17,0.0005111005149519316
2023-03-24,0.000631984879992799
2023-03-31,0.0008507701512210225
2023-04-07,0.003892818775696638
2023-04-14,0.006452884215161815
2023-04-21,0.004608941568605949
2023-04-28,0.005492697437623872
2023-05-05,0.0051827826950324105
2023-05-12,0.006697872832109016
2023-05-19,0.009698463690493904
2023-05-26,0.012649127030090593
2023-06-02,0.007032805147137502
2023-06-09,0.03619274743518771
2023-06-16,0.050470551919476046
2023-06-23,0.04369072212611944
2023-06-30,0.10401156556298845
2023-07-07,0.08260830912119499
2023-07-14,0.08308502201879185
2023-07-21,0.10545845865940826
2023-07-28,0.11597339352086257
2023-08-04,0.18571759576153446
2023-08-11,0.2765741102954346
2023-08-18,0.3165238648571357
2023-08-25,0.07841759658564913
2023-09-01,0.09092182073857669
2023-09-08,0.2602428721727258
2023-09-15,0.23275793380255783
2023-09-22,0.11678090412832574
2023-09-29,0.13116777549206818
2023-10-06,0.12287706881378764
2023-10-13,0.18224410257493853
2023-10-20,0.1693541643677199
2023-10-27,0.11928541707808184
2023-11-03,0.04678888173610232
2023-11-10,0.05390611218985109
2023-11-17,0.02497647713870557
2023-11-24,0.023413244641946825
2023-12-01,0.06453189114098368
2023-12-08,0.05708721666637738
2023-12-15,0.0636638189439587
2023-12-22,0.05123288231570329
2023-12-29,0.04261004909084781
2024-01-05,0.038935299540733576
2024-01-12,0.054125875556004975
2024-01-19,0.054184420457873646
2024-01-26,0.05485236475410863
2024-02-02,0.04990707124300235
2024-02-09,0.061764768106586626
2024-02-16,0.07640354416426083
2024-02-23,0.07159028555988432
2024-03-01,0.06618861361792075
2024-03-08,0.10918590667871803
2024-03-15,0.059904549636001156
2024-03-22,0.061487595694760096
2024-03-29,0.10236011790161663
2024-04-05,0.05951602258255884
2024-04-12,0.04802665861147436
2024-04-19,0.04474812549144973
2024-04-26,0.018526267691069603
2024-05-03,0.022087498680758908
2024-05-10,0.025334641317235902
2024-05-17,0.06382173300613042
2024-05-24,0.07836935301781085
2024-05-31,0.06869374825626683
2024-06-07,0.07657096445682227
2024-06-14,0.09601040312916813
2024-06-21,0.0763199760559311
2024-06-28,0.08087715310183365
2024-07-05,0.07399345308619137
2024-07-12,0.081066175539008
2024-07-19,0.0836815978225395
2024-07-26,0.08557906572164797
2024-08-02,0.08580328007056852
2024-08-09,0.1041137788146945
2024-08-16,0.16043754929736437
2024-08-23,0.2214597894791252
2024-08-30,0.2541823536372619
2024-09-06,0.21770190058295252
2024-09-13,0.2244779851828359
2024-09-20,0.24050710393993116
2024-09-27,0.2435498794660952
2024-10-04,0.1839541128509893
2024-10-11,0.455662057329485
2024-10-18,0.5218381606971713
2024-10-25,0.5496765600539137
2024-11-01,0.553696402351641
2024-11-08,0.41538773350838726
2024-11-15,0.41108275159777435
2024-11-22,0.3540853707520712
2024-11-29,0.3847876781533701
2024-12-06,0.38357758088926375
2024-12-13,0.4604261342512541
2024-12-20,0.4379588670601058
2024-12-27,0.46550778373127955
2025-01-03,0.41499978098556584
2025-01-10,0.1205869116536837
2025-01-17,0.11031693207158115
2025-01-24,0.08724131394514441
2025-01-31,0.12412107329008955
2025-02-07,0.7781179066884804
2025-02-14,0.19534435303186595
2025-02-21,0.48435725003848273
2025-02-28,0.5343771177789879
2025-03-07,0.39961151584023186
2025-03-14,0.3830227878259503
2025-03-21,0.42819295240585287
2025-03-28,0.2705686141104137
2025-04-04,0.268624195197857
2025-04-11,0.30495437884633525
2025-04-18,0.4526082528669297
2025-04-25,0.7341610391370637
2025-05-02,0.7148469825380791
2025-05-09,0.6340297281825187
2025-05-16,0.674446362951817
2025-05-23,0.39029399212907206
2025-05-30,0.47747485161524844
2025-06-06,0.3865234948403001
2025-06-13,0.4259365638793131
2025-06-20,0.34706037064374795
2025-06-27,0.3169145654571545
2025-07-04,0.41825504105830197
2025-07-11,0.38952918095874156
2025-07-18,0.577343166579194
2025-07-25,0.6783805176085875
2025-08-01,0.6975871864541832
2025-08-08,0.6806024769825819
2025-08-15,0.5990455480321598
2025-08-22,0.6891587507065536
2025-08-29,0.5244042575920788
2025-09-05,0.5368752516221568
2025-09-12,0.41446280582997985
2025-09-19,0.460060186637402
2025-09-26,0.4586147476822555
2025-10-03,0.48876728464542335
2025-10-10,0.534242132702146
2025-10-17,0.5659663624583582
2025-10-24,0.4930392362081344
2025-10-31,0.4660026098517423
2025-11-07,0.27684385190963595
2025-11-14,0.17886918973362806
2025-11-21,0.1859950336816716
2025-11-28,0.1992955315623431
2025-12-05,0.22778996003172222
2025-12-12,0.17937830742028246
2025-12-19,0.12304707428118389
2025-12-26,0.15659842094127624
2026-01-02,0.20528824963633754
2026-01-09,0.20472229393260177
2026-01-16,0.35672335011249007
2026-01-23,0.21708331886484544
2026-01-30,0.16161250273861397
2026-02-06,0.19540028926042063
2026-02-13,0.1591347490717216
2026-02-20,0.17657129376449976
2026-02-27,0.219392417479279
2026-03-06,0.11038676494477252
2026-03-13,0.1259179703494873
2026-03-20,0.13962435293534683
2026-03-27,0.004512698920914815
2026-04-03,0.07649903946446869
2026-04-10,0.09106940264588213
2026-04-17,0.11623910286823011
2026-04-24,0.15077448808056554
