,net_return
2017-10-27,1.5547439755329857
2017-11-03,1.5961213021597511
2017-11-10,1.6371315605591592
2017-11-17,1.7238089507979004
2017-11-24,1.76032593849519
2017-12-01,1.7258889981610332
2017-12-08,1.7240657923712404
2017-12-15,1.7347740038460546
2017-12-22,1.783787078485269
2017-12-29,1.8565246168981453
2018-01-05,1.9510728472678749
2018-01-12,1.9664664722571819
2018-01-19,2.1382007048310236
2018-01-26,2.115226144402039
2018-02-02,1.9504268457566072
2018-02-09,2.0061999133623067
2018-02-16,2.0323885080110298
2018-02-23,2.061778836858895
2018-03-02,2.07086701422043
2018-03-09,2.11447338715964
2018-03-16,2.1384823501671835
2018-03-23,2.1924369466003144
2018-03-30,2.2490403291446404
2018-04-06,2.157549289065284
2018-04-13,2.086279342523531
2018-04-20,1.9405171873265534
2018-04-27,1.875540649757154
2018-05-04,1.9319995445402773
2018-05-11,1.922656763478281
2018-05-18,1.8038380508765017
2018-05-25,1.8363761702462664
2018-06-01,1.8697427605690833
2018-06-08,1.8375740116135488
2018-06-15,1.817947924054649
2018-06-22,1.80683625125845
2018-06-29,1.77469392198603
2018-07-06,1.7641849296658305
2018-07-13,1.7863549625977317
2018-07-20,1.7948960696418312
2018-07-27,1.8218541979911689
2018-08-03,1.7940118873609205
2018-08-10,1.7762222091657311
2018-08-17,1.7931489781379042
2018-08-24,1.789839660887571
2018-08-31,1.747599087906634
2018-09-07,1.7842204374154493
2018-09-14,1.7733654999401083
2018-09-21,1.8018392855319405
2018-09-28,1.7789122688378325
2018-10-05,1.7436592920132346
2018-10-12,1.735201625961295
2018-10-19,1.6834699547340533
2018-10-26,1.7066662835121393
2018-11-02,1.70318890299539
2018-11-09,1.7010835802474034
2018-11-16,1.7055795740314066
2018-11-23,1.7099495768131585
2018-11-30,1.707953931242475
2018-12-07,1.7141755714135056
2018-12-14,1.6807774528925403
2018-12-21,1.6994716822085103
2018-12-28,1.661682862740632
2019-01-04,1.6587804536071047
2019-01-11,1.655682903852384
2019-01-18,1.6474712524118627
2019-01-25,1.6539222444876656
2019-02-01,1.6539222444876656
2019-02-08,1.6539222444876656
2019-02-22,1.6450777588064616
2019-03-01,1.640409000640496
2019-03-08,1.6531117715789312
2019-03-15,1.6361885435115204
2019-03-22,1.6206657977900727
2019-03-29,1.6174414763661948
2019-04-05,1.6004933209905015
2019-04-12,1.5657479094286695
2019-04-19,1.592536518593903
2019-04-26,1.5974071683279303
2019-05-03,1.5730686318117795
2019-05-10,1.588014302740498
2019-05-17,1.5796722949945332
2019-05-24,1.563181399064319
2019-05-31,1.572356290064602
2019-06-07,1.5477232776493686
2019-06-14,1.547946950468223
2019-06-21,1.5578348173409617
2019-06-28,1.5782601733964674
2019-07-05,1.5817320966046662
2019-07-12,1.6247875535283134
2019-07-19,1.623931934275419
2019-07-26,1.6135584995903725
2019-08-02,1.6198304759720377
2019-08-09,1.631511705404103
2019-08-23,1.6157872900955543
2019-08-30,1.6017338929661349
2019-09-06,1.6747015932840188
2019-09-13,1.7013930458869675
2019-09-20,1.7133135137005782
2019-09-27,1.6783122869636349
2019-10-04,1.6834330963622408
2019-10-11,1.6787148890575192
2019-10-18,1.7180803335186638
2019-10-25,1.7136752853816244
2019-11-01,1.7338621393176878
2019-11-08,1.695207714984051
2019-11-15,1.627313866689757
2019-11-22,1.6204689086996062
2019-11-29,1.6088048400407111
2019-12-06,1.6467731925777807
2019-12-13,1.6302635478713352
2019-12-20,1.6753867469399555
2019-12-27,1.6918723932337323
2020-01-03,1.7303301791034653
2020-01-10,1.7733354798282752
2020-01-17,1.80090406192966
2020-01-24,1.7424159790842029
2020-01-31,1.7584772492504823
2020-02-07,1.7661964937712662
2020-02-14,1.766602918333144
2020-02-21,1.7179917364724484
2020-02-28,1.7150873946642506
2020-03-06,1.4703641437991126
2020-03-13,1.4300313921886478
2020-03-20,1.3922710662630287
2020-03-27,1.38129179693248
2020-04-03,1.3920835292335008
2020-04-10,1.405652231499821
2020-04-17,1.397772467868168
2020-04-24,1.394297538981453
2020-05-01,1.4407005188261741
2020-05-08,1.4512467125415793
2020-05-15,1.5153249231500001
2020-05-22,1.512839400140935
2020-05-29,1.5351184763661603
2020-06-05,1.473546423391386
2020-06-12,1.466013880079038
2020-06-19,1.4474676523818948
2020-06-26,1.4526103659247822
2020-07-03,1.47663622783504
2020-07-10,1.4805881671309993
2020-07-17,1.4408722967008143
2020-07-24,1.4188077348367591
2020-07-31,1.4376058104614176
2020-08-07,1.4325480221764046
2020-08-14,1.43338550107405
2020-08-21,1.4454804456884676
2020-08-28,1.4671322999684095
2020-09-04,1.4570616872354396
2020-09-11,1.5060851636008514
2020-09-18,1.5180592748284125
2020-09-25,1.5612926421772089
2020-10-02,1.6145985776462832
2020-10-09,1.6368163112007912
2020-10-16,1.7152293647929306
2020-10-23,1.6359810309447822
2020-10-30,1.6537839709181852
2020-11-06,1.7008722227807027
2020-11-13,1.7370021599903431
2020-11-20,1.7795404774481836
2020-11-27,1.813542159606624
2020-12-04,1.8703175964916234
2020-12-11,1.9166413704168317
2020-12-18,1.997589420114575
2020-12-25,2.0626703375000663
2021-01-01,2.1432530217438965
2021-01-08,2.2688739792546473
2021-01-15,2.1913674979601705
2021-01-22,2.098544928232274
2021-01-29,2.1606483876791667
2021-02-05,2.1670222049695957
2021-02-12,2.1943791203982337
2021-02-19,2.1870915906729635
2021-02-26,2.1898628784686798
2021-03-05,2.225171187855153
2021-03-12,2.2471441660143756
2021-03-19,2.161249361463127
2021-03-26,2.3149621201256654
2021-04-02,2.362788679987834
2021-04-09,2.396200326047991
2021-04-16,2.443406009423368
2021-04-23,2.505473848285577
2021-04-30,2.550034324754929
2021-05-07,2.6141377512658157
2021-05-14,2.7024610017101445
2021-05-21,2.77349341958426
2021-05-28,2.8280498412700394
2021-06-04,2.822820673601291
2021-06-11,2.807744074723018
2021-06-18,2.8821042954045804
2021-06-25,2.9662135362700184
2021-07-02,2.7977947087245174
2021-07-09,2.739848610837509
2021-07-16,2.69860787837156
2021-07-23,2.7409765880372765
2021-07-30,2.764840692416526
2021-08-06,2.7716997091033777
2021-08-13,2.7436158903592
2021-08-20,2.692601751158444
2021-08-27,2.7002281460914057
2021-09-03,2.7188745887896664
2021-09-10,2.73015244179153
2021-09-17,2.700802180433893
2021-09-24,2.6640330076043517
2021-10-01,2.7494165131083523
2021-10-08,2.770755117458527
2021-10-15,2.7610113962019613
2021-10-22,2.8540109668006504
2021-10-29,2.8589304520202434
2021-11-05,2.8943173941492524
2021-11-12,2.8725485634080536
2021-11-19,2.990190657452622
2021-11-26,2.885441761052815
2021-12-03,2.973800806614551
2021-12-10,2.9850236163117643
2021-12-17,2.997722574432471
2021-12-24,3.0492447494091657
2021-12-31,3.083134078790446
2022-01-07,2.929134778242015
2022-01-14,2.8060048359936625
2022-01-21,2.8436605696188617
2022-01-28,2.8436605696188617
2022-02-04,2.8436605696188617
2022-02-18,2.8289675423810845
2022-02-25,2.7751311362483633
2022-03-04,2.635286196453514
2022-03-11,2.6550838163284403
2022-03-18,2.6964538666111038
2022-03-25,2.6884844253129496
2022-04-01,2.6263602235944727
2022-04-08,2.495251568846263
2022-04-15,2.3759555678823143
2022-04-22,2.284781970355351
2022-04-29,2.2699744414971543
2022-05-06,2.1414505340703873
2022-05-13,2.1767587533178716
2022-05-20,2.206909809852675
2022-05-27,2.2187807614437167
2022-06-03,2.207072286260347
2022-06-10,2.2462213813392164
2022-06-17,2.2025110797651486
2022-06-24,2.2110363200012917
2022-07-01,2.153137475501051
2022-07-08,2.139570758772855
2022-07-15,2.1862095873910414
2022-07-22,2.2081849123438633
2022-07-29,2.2520302041603815
2022-08-05,2.257459926227137
2022-08-19,2.268663306922527
2022-08-26,2.2700258943833944
2022-09-02,2.255798840432205
2022-09-09,2.223040561586296
2022-09-16,2.2100629543598727
2022-09-23,2.1298934212749563
2022-09-30,1.9897510352406078
2022-10-07,2.0108613050623587
2022-10-14,2.0123079921584974
2022-10-21,2.009103509937716
2022-10-28,1.991788579485409
2022-11-04,1.9896770546056806
2022-11-11,1.986236255038837
2022-11-18,1.9951064552919708
2022-11-25,2.0396465056696367
2022-12-02,2.0105604897514433
2022-12-09,2.001392371914126
2022-12-16,1.9964898300413438
2022-12-23,1.9732250722945852
2022-12-30,2.0464546996233506
2023-01-06,2.0597654050122136
2023-01-13,2.1309901367055923
2023-01-20,2.1380064595621913
2023-01-27,2.0945660568218596
2023-02-03,2.0800500034044633
2023-02-10,2.0984877599829224
2023-02-17,2.0714173628384436
2023-02-24,2.069323883866816
2023-03-03,2.093752244425187
2023-03-10,2.0693176551720254
2023-03-17,2.063502246537002
2023-03-24,2.084011345037104
2023-03-31,2.0710711518541367
2023-04-07,2.028958016254951
2023-04-14,2.0051305354917095
2023-04-21,2.022737657832763
2023-04-28,1.9930480082627273
2023-05-05,2.0523793937892587
2023-05-12,2.0534595847373898
2023-05-19,2.0321154703443476
2023-05-26,2.118876639456359
2023-06-02,2.136506955735364
2023-06-09,2.1393230739697615
2023-06-16,2.180157763225999
2023-06-23,2.1563941947715772
2023-06-30,2.2211949473145545
2023-07-07,2.2680052879349337
2023-07-14,2.313423469055031
2023-07-21,2.3472439414536472
2023-07-28,2.336878386524317
2023-08-04,2.289158075204774
2023-08-11,2.201265083875664
2023-08-18,2.2426509954656115
2023-08-25,2.3035348615645512
2023-09-01,2.3247828358953133
2023-09-08,2.3509066599046164
2023-09-15,2.2794248219301063
2023-09-22,2.209912163962756
2023-09-29,2.2093103658612563
2023-10-06,2.2539174571900773
2023-10-13,2.136734680557295
2023-10-20,2.0290778353354417
2023-10-27,2.0129842902548263
2023-11-03,2.077449421490942
2023-11-10,2.084314683210879
2023-11-17,2.0875865536908416
2023-11-24,2.101289403507143
2023-12-01,2.142164172712041
2023-12-08,2.1204588949028147
2023-12-15,2.1281280952004593
2023-12-22,2.187163535235216
2023-12-29,2.233192024073945
2024-01-05,2.2130934363523673
2024-01-12,2.2400169403114796
2024-01-19,2.24673446913266
2024-01-26,2.260873060870746
2024-02-02,2.391966562109371
2024-02-09,2.3967440927239703
2024-02-16,2.392585779745673
2024-02-23,2.4782796059386523
2024-03-01,2.4284106713256786
2024-03-08,2.528210608211102
2024-03-15,2.586210038019382
2024-03-22,2.5931162918371897
2024-03-29,2.474888980998515
2024-04-05,2.5655648777951034
2024-04-12,2.334884235490045
2024-04-19,2.396140788129781
2024-04-26,2.4102563557007737
2024-05-03,2.4505114791658564
2024-05-10,2.508059564104328
2024-05-17,2.5095825060616614
2024-05-24,2.5338332899708362
2024-05-31,2.5687403286537127
2024-06-07,2.5655128895944492
2024-06-14,2.60825429894686
2024-06-21,2.5341293535973755
2024-06-28,2.6173534225233994
2024-07-05,2.6401656901296153
2024-07-12,2.548521383172606
2024-07-19,2.4962965153468484
2024-07-26,2.4893601551127937
2024-08-02,2.4984562343630716
2024-08-09,2.574540955976234
2024-08-16,2.5916481015967108
2024-08-23,2.5946284925187384
2024-08-30,2.529727565011246
2024-09-06,2.500071146748655
2024-09-13,2.5405255114014946
2024-09-20,2.5485889831271087
2024-09-27,2.513306693644283
2024-10-04,2.516138628768271
2024-10-11,2.5007655637049995
2024-10-18,2.4273888429215305
2024-10-25,2.4366485502496804
2024-11-01,2.4223418987187197
2024-11-08,2.3131407066684027
2024-11-15,2.3210711783452
2024-11-22,2.3880714817740722
2024-11-29,2.4362880815446286
2024-12-06,2.4513118890401278
2024-12-13,2.420509108089361
2024-12-20,2.5196841715018667
2024-12-27,2.4619826320663174
